age,gender,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,workout_type,water_intake,workout_frequency,experience_level,bmi,age_category,weight_category,bmi_category
40.0,Male,76.9,1.92,179.0,137.0,68.0,1.13,851.0,Yoga,3.7,4.0,2.0,20.86,40-49,60-79,healthy
24.0,Female,72.9,1.76,175.0,127.0,68.0,0.86,546.0,Yoga,1.5,3.0,1.0,23.53,0-29,60-79,healthy
51.0,Female,78.1,1.51,193.0,134.0,74.0,0.92,555.0,Strength,2.6,3.0,1.0,34.25,50-100,60-79,obesity
43.0,Female,72.7,1.8,162.0,166.0,50.0,0.79,590.0,Cardio,2.1,3.0,1.0,22.44,40-49,60-79,healthy
58.0,Female,44.2,1.57,183.0,155.0,59.0,1.08,753.0,HIIT,2.3,3.0,1.0,17.93,50-100,40-59,under weight
52.0,Male,47.8,1.86,179.0,129.0,67.0,1.01,645.0,Yoga,2.8,3.0,2.0,13.82,50-100,40-59,under weight
49.0,Female,49.2,1.54,179.0,153.0,63.0,1.28,881.0,HIIT,2.1,3.0,2.0,20.75,40-49,40-59,healthy
18.0,Female,58.1,1.61,175.0,150.0,71.0,1.9,1425.0,Yoga,2.7,4.0,3.0,22.41,0-29,40-59,healthy
32.0,Female,68.1,1.66,167.0,122.0,54.0,1.11,677.0,Cardio,2.3,4.0,2.0,24.71,30-39,60-79,healthy
25.0,Female,41.2,1.62,193.0,144.0,64.0,1.49,1073.0,Yoga,2.1,4.0,2.0,15.7,0-29,40-59,under weight
49.0,Male,70.2,1.89,194.0,127.0,51.0,0.7,440.0,Yoga,2.6,3.0,1.0,19.65,40-49,60-79,healthy
37.0,Female,69.5,1.5,196.0,130.0,66.0,0.69,448.0,Cardio,2.4,2.0,1.0,30.89,30-39,60-79,obesity
29.0,Male,125.9,2.0,186.0,152.0,67.0,1.36,1137.0,Strength,3.1,4.0,2.0,31.48,0-29,100-130,obesity
50.0,Male,45.4,1.67,163.0,158.0,62.0,1.37,1071.0,Yoga,2.8,4.0,2.0,16.28,50-100,40-59,under weight
52.0,Female,63.1,1.54,185.0,165.0,67.0,1.36,1010.0,Strength,1.8,3.0,2.0,26.61,50-100,60-79,overweight
56.0,Female,58.0,1.68,168.0,156.0,74.0,1.59,1116.0,HIIT,2.7,5.0,3.0,20.55,50-100,40-59,healthy
19.0,Female,73.0,1.79,177.0,125.0,61.0,0.81,506.0,HIIT,1.6,3.0,1.0,22.78,0-29,60-79,healthy
45.0,Female,50.9,1.65,170.0,136.0,50.0,1.45,887.0,Strength,2.3,2.0,1.0,18.7,40-49,40-59,healthy
47.0,Female,41.6,1.58,160.0,163.0,68.0,1.03,756.0,Yoga,2.1,4.0,2.0,16.66,40-49,40-59,under weight
36.0,Male,121.9,1.93,195.0,132.0,54.0,1.49,1082.0,Cardio,3.4,3.0,2.0,32.73,30-39,100-130,obesity
32.0,Male,126.4,1.83,198.0,146.0,62.0,1.1,883.0,HIIT,2.1,3.0,2.0,37.74,30-39,100-130,obesity
58.0,Male,103.5,1.66,172.0,168.0,61.0,1.33,1106.0,Cardio,3.1,3.0,1.0,37.56,50-100,100-130,obesity
20.0,Male,120.5,1.73,186.0,153.0,67.0,1.01,850.0,Cardio,3.4,3.0,2.0,40.26,0-29,100-130,sever obesity
23.0,Male,83.8,1.99,179.0,130.0,71.0,1.79,1280.0,Cardio,3.5,4.0,3.0,21.16,0-29,80-99,healthy
22.0,Male,110.5,1.92,172.0,144.0,55.0,1.16,919.0,HIIT,3.3,3.0,2.0,29.98,0-29,100-130,obesity
29.0,Male,84.9,1.72,187.0,140.0,51.0,1.79,1378.0,Yoga,3.5,4.0,3.0,28.7,0-29,80-99,overweight
47.0,Male,98.2,1.9,199.0,148.0,64.0,0.76,557.0,HIIT,3.0,3.0,1.0,27.2,40-49,80-99,overweight
29.0,Male,86.1,1.65,183.0,128.0,71.0,1.66,1169.0,HIIT,3.5,4.0,3.0,31.63,0-29,80-99,obesity
44.0,Female,42.8,1.78,167.0,159.0,64.0,1.49,1066.0,Strength,2.6,3.0,2.0,13.51,40-49,40-59,under weight
23.0,Male,116.8,1.79,178.0,127.0,69.0,1.0,698.0,Strength,3.4,4.0,2.0,36.45,0-29,100-130,obesity
42.0,Female,63.7,1.71,173.0,169.0,62.0,1.42,1080.0,Yoga,1.8,3.0,2.0,21.78,40-49,60-79,healthy
41.0,Male,72.1,1.83,175.0,133.0,58.0,1.13,744.0,Yoga,2.8,3.0,2.0,21.53,40-49,60-79,healthy
41.0,Male,120.8,1.67,188.0,146.0,54.0,0.82,593.0,HIIT,3.0,2.0,1.0,43.31,40-49,100-130,sever obesity
26.0,Male,73.7,1.66,177.0,125.0,72.0,0.93,639.0,Yoga,2.2,2.0,1.0,26.75,0-29,60-79,overweight
47.0,Female,43.4,1.62,179.0,132.0,64.0,0.51,303.0,Cardio,2.3,3.0,1.0,16.54,40-49,40-59,under weight
49.0,Male,105.7,1.64,198.0,155.0,59.0,1.2,921.0,Cardio,3.1,3.0,2.0,39.3,40-49,100-130,obesity
29.0,Male,95.2,1.86,174.0,141.0,52.0,0.64,496.0,Yoga,2.5,2.0,1.0,27.52,0-29,80-99,overweight
45.0,Female,73.5,1.74,181.0,152.0,50.0,1.18,807.0,Cardio,2.3,4.0,2.0,24.28,40-49,60-79,healthy
29.0,Male,106.5,1.81,177.0,156.0,60.0,1.29,1107.0,Cardio,2.5,4.0,2.0,32.51,0-29,100-130,obesity
19.0,Male,98.6,1.7,197.0,162.0,74.0,0.83,740.0,Cardio,2.4,2.0,1.0,34.12,0-29,80-99,obesity
26.0,Female,70.9,1.66,184.0,125.0,68.0,0.81,506.0,HIIT,1.7,3.0,1.0,25.73,0-29,60-79,overweight
18.0,Male,92.4,1.74,195.0,168.0,50.0,1.41,1303.0,Yoga,3.1,2.0,1.0,30.52,0-29,80-99,obesity
56.0,Female,45.1,1.73,165.0,129.0,73.0,0.83,482.0,Strength,2.6,3.0,1.0,15.07,50-100,40-59,under weight
18.0,Male,63.2,1.63,162.0,120.0,73.0,0.66,436.0,Cardio,2.2,3.0,1.0,23.79,0-29,60-79,healthy
36.0,Male,99.9,1.99,189.0,147.0,73.0,1.33,1075.0,Yoga,2.5,3.0,1.0,25.23,30-39,80-99,overweight
38.0,Male,61.3,1.97,177.0,146.0,51.0,1.37,1100.0,Cardio,2.8,3.0,1.0,15.8,30-39,60-79,under weight
41.0,Male,81.6,1.87,167.0,128.0,59.0,1.87,1185.0,HIIT,3.5,5.0,3.0,23.33,40-49,80-99,healthy
49.0,Female,68.3,1.52,177.0,150.0,60.0,1.45,979.0,Strength,1.8,4.0,2.0,29.56,40-49,60-79,overweight
18.0,Male,83.2,1.96,183.0,150.0,67.0,1.83,1510.0,HIIT,3.5,4.0,3.0,21.66,0-29,80-99,healthy
42.0,Female,59.5,1.74,195.0,141.0,52.0,1.78,1129.0,Yoga,2.7,5.0,3.0,19.65,40-49,40-59,healthy
37.0,Female,53.0,1.71,184.0,156.0,50.0,1.13,881.0,Yoga,1.7,4.0,2.0,18.13,30-39,40-59,under weight
33.0,Male,106.5,1.6,183.0,152.0,74.0,1.4,1170.0,Strength,3.3,4.0,2.0,41.6,30-39,100-130,sever obesity
52.0,Female,70.6,1.69,165.0,135.0,65.0,1.36,826.0,HIIT,2.2,3.0,1.0,24.72,50-100,60-79,healthy
33.0,Female,78.5,1.66,161.0,156.0,69.0,1.29,1006.0,HIIT,1.9,4.0,2.0,28.49,30-39,60-79,overweight
21.0,Male,86.6,1.86,163.0,129.0,58.0,1.37,972.0,HIIT,2.6,3.0,2.0,25.03,0-29,80-99,overweight
33.0,Female,78.0,1.71,187.0,136.0,58.0,1.08,734.0,Cardio,2.1,3.0,1.0,26.67,30-39,60-79,overweight
21.0,Female,72.6,1.68,162.0,127.0,70.0,1.19,756.0,Cardio,1.8,3.0,2.0,25.72,0-29,60-79,overweight
55.0,Male,63.5,1.86,198.0,144.0,53.0,1.36,969.0,Strength,2.9,4.0,2.0,18.35,50-100,60-79,under weight
27.0,Male,104.3,1.68,162.0,135.0,62.0,1.28,950.0,Cardio,3.5,3.0,2.0,36.95,0-29,100-130,obesity
35.0,Female,65.8,1.62,189.0,158.0,69.0,1.0,790.0,Cardio,1.5,4.0,2.0,25.07,30-39,60-79,overweight
36.0,Female,60.0,1.72,161.0,128.0,51.0,1.63,1043.0,Strength,2.7,5.0,3.0,20.28,30-39,60-79,healthy
25.0,Female,57.7,1.58,188.0,145.0,52.0,1.36,986.0,Yoga,2.2,3.0,2.0,23.11,0-29,40-59,healthy
22.0,Female,61.8,1.52,169.0,166.0,61.0,1.83,1519.0,Yoga,2.7,5.0,3.0,26.75,0-29,60-79,overweight
20.0,Male,85.7,1.92,172.0,136.0,58.0,1.72,1287.0,Cardio,3.5,5.0,3.0,23.25,0-29,80-99,healthy
47.0,Male,88.4,1.6,186.0,126.0,60.0,1.86,1160.0,HIIT,3.5,5.0,3.0,34.53,40-49,80-99,obesity
37.0,Female,66.9,1.75,184.0,127.0,50.0,1.38,876.0,Strength,2.1,4.0,2.0,21.84,30-39,60-79,healthy
38.0,Male,123.3,1.62,161.0,165.0,65.0,1.34,1216.0,Yoga,2.3,4.0,2.0,46.98,30-39,100-130,sever obesity
38.0,Female,59.1,1.72,196.0,148.0,68.0,1.07,792.0,Cardio,1.7,3.0,2.0,19.98,30-39,40-59,healthy
59.0,Male,89.4,1.62,198.0,125.0,59.0,1.43,885.0,Strength,3.6,3.0,2.0,34.06,50-100,80-99,obesity
40.0,Female,69.7,1.51,189.0,141.0,64.0,1.27,895.0,Cardio,1.9,3.0,2.0,30.57,40-49,60-79,obesity
42.0,Male,62.9,1.98,173.0,126.0,61.0,1.42,886.0,Yoga,3.4,4.0,2.0,16.04,40-49,60-79,under weight
33.0,Female,59.0,1.67,175.0,124.0,55.0,0.9,558.0,Cardio,1.9,3.0,1.0,21.16,30-39,40-59,healthy
57.0,Female,64.4,1.56,177.0,144.0,73.0,1.52,985.0,Cardio,2.7,5.0,3.0,26.46,50-100,60-79,overweight
41.0,Male,66.1,1.69,187.0,143.0,68.0,0.77,545.0,Yoga,3.4,2.0,1.0,23.14,40-49,60-79,healthy
23.0,Female,65.2,1.62,192.0,156.0,59.0,1.37,1069.0,Cardio,2.5,3.0,2.0,24.84,0-29,60-79,healthy
49.0,Male,57.8,1.99,183.0,161.0,67.0,0.93,741.0,HIIT,3.1,3.0,1.0,14.6,40-49,40-59,under weight
38.0,Female,56.3,1.6,180.0,142.0,53.0,1.21,859.0,Yoga,1.9,4.0,2.0,21.99,30-39,40-59,healthy
27.0,Female,69.5,1.76,171.0,121.0,66.0,0.94,569.0,Strength,2.0,3.0,1.0,22.44,0-29,60-79,healthy
38.0,Female,45.2,1.68,193.0,144.0,58.0,1.01,727.0,HIIT,2.4,3.0,2.0,16.01,30-39,40-59,under weight
26.0,Male,51.9,2.0,173.0,133.0,54.0,0.75,549.0,HIIT,2.3,2.0,1.0,12.97,0-29,40-59,under weight
34.0,Male,92.0,1.76,175.0,143.0,73.0,0.73,574.0,Yoga,3.5,3.0,1.0,29.7,30-39,80-99,overweight
53.0,Female,68.1,1.55,164.0,131.0,65.0,1.41,831.0,HIIT,2.2,4.0,2.0,28.35,50-100,60-79,overweight
45.0,Female,41.2,1.58,195.0,168.0,71.0,1.47,1111.0,HIIT,2.6,2.0,1.0,16.5,40-49,40-59,under weight
39.0,Male,102.3,1.94,192.0,134.0,50.0,0.89,656.0,Yoga,2.4,3.0,1.0,27.18,30-39,100-130,overweight
48.0,Female,69.1,1.6,191.0,166.0,53.0,1.34,1001.0,Strength,2.0,4.0,2.0,26.99,40-49,60-79,overweight
43.0,Male,95.9,1.85,186.0,157.0,64.0,1.28,995.0,Yoga,3.4,2.0,1.0,28.02,40-49,80-99,overweight
57.0,Female,68.5,1.56,168.0,138.0,68.0,1.45,900.0,HIIT,1.6,4.0,2.0,28.15,50-100,60-79,overweight
54.0,Male,125.9,1.94,199.0,132.0,73.0,1.35,882.0,Strength,2.9,3.0,2.0,33.45,50-100,100-130,obesity
28.0,Male,84.8,1.79,182.0,138.0,55.0,1.35,1025.0,Cardio,2.3,4.0,2.0,26.47,0-29,80-99,overweight
46.0,Female,58.0,1.53,196.0,140.0,62.0,1.83,1153.0,Cardio,2.7,4.0,3.0,24.78,40-49,40-59,healthy
32.0,Female,61.7,1.58,183.0,135.0,54.0,1.87,1262.0,HIIT,2.7,5.0,3.0,24.72,30-39,60-79,healthy
23.0,Male,83.1,1.8,185.0,162.0,56.0,0.7,624.0,Strength,3.1,3.0,1.0,25.65,0-29,80-99,overweight
36.0,Male,123.7,1.69,185.0,138.0,73.0,1.3,987.0,Cardio,2.1,4.0,2.0,43.31,30-39,100-130,sever obesity
45.0,Male,81.4,1.61,164.0,141.0,55.0,1.14,796.0,Cardio,2.2,4.0,2.0,31.4,40-49,80-99,obesity
51.0,Female,66.2,1.58,164.0,129.0,65.0,0.86,499.0,HIIT,2.3,3.0,1.0,26.52,50-100,60-79,overweight
32.0,Female,56.6,1.57,170.0,167.0,72.0,1.65,1378.0,HIIT,2.7,4.0,3.0,22.96,30-39,40-59,healthy
19.0,Female,65.7,1.58,170.0,121.0,57.0,1.46,883.0,Cardio,1.9,3.0,2.0,26.32,0-29,60-79,overweight
28.0,Male,58.3,2.0,198.0,135.0,65.0,1.32,980.0,Strength,3.0,4.0,2.0,14.57,0-29,40-59,under weight
21.0,Male,125.2,1.66,196.0,159.0,60.0,1.38,1207.0,HIIT,3.4,3.0,2.0,45.43,0-29,100-130,sever obesity
56.0,Male,84.6,1.63,184.0,141.0,52.0,1.01,705.0,HIIT,2.9,4.0,2.0,31.84,50-100,80-99,obesity
45.0,Female,73.0,1.75,184.0,148.0,50.0,1.14,759.0,Yoga,2.0,4.0,2.0,23.84,40-49,60-79,healthy
43.0,Female,42.7,1.66,173.0,134.0,53.0,0.73,440.0,Yoga,1.9,2.0,1.0,15.5,40-49,40-59,under weight
56.0,Male,88.3,1.71,180.0,157.0,60.0,1.69,1313.0,Yoga,3.5,4.0,3.0,30.2,50-100,80-99,obesity
18.0,Male,125.9,1.67,172.0,153.0,60.0,1.46,1229.0,Yoga,2.2,3.0,2.0,45.14,0-29,100-130,sever obesity
53.0,Female,53.3,1.74,173.0,156.0,54.0,1.37,962.0,Strength,1.8,3.0,2.0,17.6,50-100,40-59,under weight
50.0,Female,55.4,1.55,175.0,122.0,65.0,1.85,1016.0,Strength,2.7,4.0,3.0,23.06,50-100,40-59,healthy
58.0,Female,74.8,1.69,175.0,162.0,53.0,1.28,933.0,Strength,2.3,4.0,2.0,26.19,50-100,60-79,overweight
48.0,Female,56.8,1.51,185.0,126.0,52.0,1.37,777.0,HIIT,2.1,4.0,2.0,24.91,40-49,40-59,overweight
38.0,Female,49.7,1.51,179.0,145.0,65.0,1.25,906.0,HIIT,2.5,3.0,1.0,21.8,30-39,40-59,healthy
32.0,Male,87.9,1.88,173.0,143.0,64.0,1.52,1195.0,Cardio,3.5,5.0,3.0,24.87,30-39,80-99,healthy
32.0,Male,78.6,1.62,195.0,125.0,69.0,1.28,880.0,Yoga,3.1,3.0,1.0,29.95,30-39,60-79,obesity
23.0,Male,107.0,1.94,198.0,120.0,73.0,1.35,891.0,HIIT,2.9,2.0,1.0,28.43,0-29,100-130,overweight
44.0,Male,94.6,1.84,170.0,120.0,67.0,1.26,748.0,HIIT,3.1,4.0,2.0,27.94,40-49,80-99,overweight
43.0,Female,64.7,1.66,191.0,132.0,69.0,1.88,1117.0,Yoga,2.7,4.0,3.0,23.48,40-49,60-79,healthy
25.0,Male,81.5,1.61,170.0,159.0,63.0,1.93,1688.0,HIIT,3.5,4.0,3.0,31.44,0-29,80-99,obesity
52.0,Male,84.8,1.85,189.0,152.0,50.0,1.19,895.0,Cardio,3.2,2.0,1.0,24.78,50-100,80-99,healthy
54.0,Male,83.6,1.86,168.0,142.0,56.0,1.54,1082.0,HIIT,3.5,5.0,3.0,24.16,50-100,80-99,healthy
53.0,Female,56.3,1.79,193.0,141.0,59.0,1.52,964.0,Strength,2.7,5.0,3.0,17.57,50-100,40-59,under weight
55.0,Female,49.3,1.76,194.0,161.0,73.0,1.28,927.0,Strength,2.0,2.0,1.0,15.92,50-100,40-59,under weight
40.0,Male,106.5,1.65,162.0,162.0,74.0,1.32,1176.0,HIIT,3.6,4.0,2.0,39.12,40-49,100-130,obesity
55.0,Male,128.4,1.68,178.0,165.0,52.0,1.13,923.0,Cardio,2.6,4.0,2.0,45.49,50-100,100-130,sever obesity
56.0,Male,55.6,1.92,181.0,136.0,62.0,0.68,458.0,Strength,3.2,3.0,1.0,15.08,50-100,40-59,under weight
50.0,Male,87.4,1.6,182.0,122.0,67.0,0.77,465.0,Strength,3.1,2.0,1.0,34.14,50-100,80-99,obesity
40.0,Male,93.6,1.93,188.0,157.0,60.0,1.38,1192.0,Cardio,2.0,3.0,1.0,25.13,40-49,80-99,overweight
48.0,Male,69.0,1.74,160.0,167.0,58.0,1.48,1223.0,HIIT,2.3,3.0,2.0,22.79,40-49,60-79,healthy
39.0,Male,62.0,1.64,195.0,127.0,54.0,0.97,678.0,Cardio,3.2,3.0,1.0,23.05,30-39,60-79,healthy
18.0,Female,66.9,1.75,170.0,122.0,61.0,0.94,573.0,Yoga,1.7,2.0,1.0,21.84,0-29,60-79,healthy
54.0,Male,86.1,1.95,195.0,140.0,64.0,1.17,811.0,Yoga,3.4,2.0,1.0,22.64,50-100,80-99,healthy
52.0,Male,104.8,1.99,187.0,130.0,67.0,0.93,598.0,Cardio,2.0,2.0,1.0,26.46,50-100,100-130,overweight
23.0,Male,80.9,1.8,178.0,126.0,59.0,1.55,1074.0,Cardio,3.5,4.0,3.0,24.97,0-29,80-99,overweight
45.0,Male,84.9,1.86,186.0,136.0,66.0,1.64,1104.0,HIIT,3.5,5.0,3.0,24.54,40-49,80-99,healthy
20.0,Female,64.3,1.78,188.0,137.0,61.0,1.71,1171.0,Cardio,2.7,4.0,3.0,20.29,0-29,60-79,healthy
43.0,Male,108.6,1.73,174.0,150.0,66.0,1.33,988.0,Cardio,2.2,2.0,1.0,36.29,40-49,100-130,obesity
48.0,Male,80.6,1.77,198.0,167.0,66.0,1.51,1248.0,Cardio,3.5,4.0,3.0,25.73,40-49,80-99,overweight
55.0,Male,87.5,1.88,191.0,134.0,73.0,1.19,789.0,Yoga,2.6,4.0,2.0,24.76,50-100,80-99,healthy
50.0,Male,51.1,1.98,171.0,126.0,52.0,0.92,574.0,Yoga,2.4,2.0,1.0,13.03,50-100,40-59,under weight
29.0,Male,88.1,1.93,186.0,143.0,66.0,1.88,1479.0,Cardio,3.5,5.0,3.0,23.65,0-29,80-99,healthy
53.0,Male,94.1,1.95,177.0,138.0,50.0,0.89,608.0,HIIT,3.5,3.0,1.0,24.75,50-100,80-99,healthy
49.0,Female,42.0,1.52,171.0,130.0,70.0,1.1,644.0,HIIT,2.2,3.0,1.0,18.18,40-49,40-59,under weight
36.0,Male,70.3,1.72,174.0,169.0,73.0,1.49,1385.0,Cardio,2.3,3.0,2.0,23.76,30-39,60-79,healthy
50.0,Male,64.5,1.79,163.0,130.0,61.0,1.17,753.0,Yoga,2.4,4.0,2.0,20.13,50-100,60-79,healthy
45.0,Female,65.5,1.57,192.0,133.0,59.0,0.66,395.0,Cardio,2.3,2.0,1.0,26.57,40-49,60-79,overweight
35.0,Male,70.1,1.79,185.0,125.0,63.0,1.08,743.0,Cardio,2.3,3.0,2.0,21.88,30-39,60-79,healthy
51.0,Female,74.6,1.55,177.0,132.0,50.0,0.71,422.0,Cardio,2.1,2.0,1.0,31.05,50-100,60-79,obesity
53.0,Male,73.4,1.76,169.0,151.0,70.0,1.09,815.0,Yoga,2.8,3.0,2.0,23.7,50-100,60-79,healthy
24.0,Female,40.4,1.64,168.0,168.0,55.0,0.99,832.0,HIIT,1.9,2.0,1.0,15.02,0-29,40-59,under weight
45.0,Male,88.5,1.78,198.0,167.0,67.0,1.53,1265.0,HIIT,3.5,4.0,3.0,27.93,40-49,80-99,overweight
43.0,Male,81.0,1.78,188.0,152.0,65.0,1.58,1189.0,Yoga,3.5,5.0,3.0,25.56,40-49,80-99,overweight
48.0,Male,73.7,1.61,172.0,121.0,63.0,1.36,815.0,Cardio,3.6,4.0,2.0,28.43,40-49,60-79,overweight
37.0,Female,72.9,1.76,192.0,121.0,52.0,1.21,732.0,Strength,1.9,3.0,2.0,23.53,30-39,60-79,healthy
29.0,Male,121.1,1.87,188.0,130.0,52.0,1.31,937.0,HIIT,3.2,4.0,2.0,34.63,0-29,100-130,obesity
25.0,Female,64.4,1.71,179.0,167.0,61.0,1.12,935.0,HIIT,1.8,3.0,1.0,22.02,0-29,60-79,healthy
49.0,Male,82.8,1.95,183.0,159.0,73.0,1.91,1503.0,Yoga,3.5,5.0,3.0,21.78,40-49,80-99,healthy
57.0,Female,43.8,1.75,180.0,160.0,73.0,1.39,1001.0,Cardio,1.7,2.0,1.0,14.3,50-100,40-59,under weight
22.0,Male,71.0,1.93,162.0,139.0,53.0,1.42,1086.0,Yoga,2.9,4.0,2.0,19.06,0-29,60-79,healthy
45.0,Male,51.1,1.87,177.0,158.0,57.0,1.44,1126.0,Cardio,3.4,4.0,2.0,14.61,40-49,40-59,under weight
26.0,Female,44.3,1.6,186.0,136.0,61.0,1.08,734.0,Cardio,2.0,3.0,1.0,17.3,0-29,40-59,under weight
55.0,Male,129.9,1.73,187.0,155.0,60.0,0.69,529.0,Yoga,3.1,3.0,1.0,43.4,50-100,100-130,sever obesity
52.0,Female,79.4,1.59,166.0,163.0,59.0,1.39,1020.0,Strength,1.5,3.0,2.0,31.41,50-100,60-79,obesity
42.0,Male,63.3,1.77,183.0,134.0,59.0,1.32,876.0,HIIT,3.3,3.0,2.0,20.2,40-49,60-79,healthy
59.0,Female,65.5,1.52,161.0,162.0,61.0,1.4,1021.0,Yoga,2.1,3.0,2.0,28.35,50-100,60-79,overweight
52.0,Female,68.2,1.63,179.0,148.0,67.0,1.17,779.0,Strength,2.4,3.0,1.0,25.67,50-100,60-79,overweight
47.0,Female,61.0,1.76,162.0,153.0,54.0,1.54,1060.0,HIIT,2.7,5.0,3.0,19.69,40-49,60-79,healthy
27.0,Male,106.4,1.86,182.0,123.0,50.0,1.34,907.0,Cardio,3.1,2.0,1.0,30.76,0-29,100-130,obesity
39.0,Female,64.3,1.69,190.0,148.0,58.0,1.25,925.0,HIIT,1.9,4.0,2.0,22.51,30-39,60-79,healthy
50.0,Male,95.4,1.61,173.0,133.0,50.0,1.16,764.0,Strength,3.6,4.0,2.0,36.8,50-100,80-99,obesity
34.0,Female,46.9,1.61,196.0,161.0,69.0,1.02,821.0,Strength,1.7,3.0,2.0,18.09,30-39,40-59,under weight
53.0,Male,82.3,1.61,196.0,123.0,60.0,1.87,1139.0,Strength,3.5,5.0,3.0,31.75,50-100,80-99,obesity
55.0,Female,63.0,1.7,187.0,121.0,67.0,1.32,719.0,Strength,2.5,3.0,1.0,21.8,50-100,60-79,healthy
30.0,Male,120.3,1.96,171.0,136.0,65.0,0.66,494.0,Yoga,2.6,2.0,1.0,31.32,30-39,100-130,obesity
34.0,Male,110.5,1.86,188.0,139.0,62.0,1.42,1086.0,Cardio,3.6,2.0,1.0,31.94,30-39,100-130,obesity
53.0,Male,84.2,1.76,165.0,137.0,69.0,1.67,1133.0,Cardio,3.5,5.0,3.0,27.18,50-100,80-99,overweight
56.0,Female,55.7,1.53,190.0,124.0,66.0,1.91,1066.0,Cardio,2.7,5.0,3.0,23.79,50-100,40-59,healthy
23.0,Male,57.7,1.71,179.0,149.0,58.0,1.15,942.0,Strength,3.4,3.0,2.0,19.73,0-29,40-59,healthy
29.0,Male,88.0,1.89,199.0,137.0,54.0,1.75,1319.0,Cardio,3.5,5.0,3.0,24.64,0-29,80-99,healthy
42.0,Male,97.9,1.91,193.0,136.0,73.0,1.01,680.0,Strength,2.8,3.0,2.0,26.84,40-49,80-99,overweight
45.0,Male,78.3,1.96,166.0,167.0,62.0,1.29,1066.0,Cardio,2.2,3.0,1.0,20.38,40-49,60-79,healthy
40.0,Male,68.9,1.99,180.0,149.0,51.0,1.16,951.0,Cardio,2.4,4.0,2.0,17.4,40-49,60-79,under weight
35.0,Male,102.5,1.94,183.0,158.0,64.0,0.84,730.0,Cardio,2.4,2.0,1.0,27.23,30-39,100-130,overweight
29.0,Male,87.0,1.86,177.0,123.0,72.0,1.52,1028.0,Yoga,3.5,4.0,3.0,25.15,0-29,80-99,overweight
47.0,Female,66.8,1.75,199.0,146.0,56.0,1.13,742.0,Strength,2.5,3.0,2.0,21.81,40-49,60-79,healthy
25.0,Male,123.8,1.99,180.0,121.0,72.0,1.13,752.0,HIIT,2.6,3.0,1.0,31.26,0-29,100-130,obesity
57.0,Female,61.9,1.52,168.0,143.0,51.0,0.92,592.0,HIIT,2.6,3.0,1.0,26.79,50-100,60-79,overweight
55.0,Male,69.9,1.81,179.0,167.0,57.0,1.2,992.0,Strength,2.1,4.0,2.0,21.34,50-100,60-79,healthy
39.0,Female,63.3,1.71,178.0,125.0,56.0,1.88,1175.0,Strength,2.7,4.0,3.0,21.65,30-39,60-79,healthy
26.0,Female,76.7,1.63,199.0,139.0,72.0,1.08,751.0,Strength,1.7,2.0,1.0,28.87,0-29,60-79,overweight
