age,gender,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,workout_type,fat_percentage,water_intake,workout_frequency,experience_level,bmi,age_category,weight_category,bmi_category,hrr,intensity,cardio_load,weekly_cardio_load,bpm_efficiency,calories_per_min,calories_per_kg,fat_burn_efficiency,weight_height_ratio,bmi_age_interaction,weight_age_ratio,fat_risk_score,water_per_session,water_per_kg,hydration_score,experience_intensity_ratio,experience_load,experience_frequency_score
57,Male,112.5,1.61,195,165,61,1.24,1013.0,Cardio,22.1,2.7,3,2,43.4,50-100,100-130,sever obesity,134,0.7761194029850746,0.9623880597014925,2.8871641791044778,6.13939393939394,816.9354838709678,9.004444444444445,634.0394800192586,69.87577639751552,2473.7999999999997,1.9736842105263157,3032.6086956521735,0.9,0.024,0.7258064516129032,1.5522388059701493,1.924776119402985,6
41,Male,94.5,2.0,179,136,69,1.18,794.0,HIIT,27.6,3.7,3,1,23.62,40-49,80-99,healthy,110,0.6090909090909091,0.7187272727272728,2.1561818181818184,5.838235294117647,672.8813559322034,8.402116402116402,409.8459167950694,47.25,968.4200000000001,2.3048780487804876,1116.045,1.2333333333333334,0.039153439153439155,1.0451977401129944,0.6090909090909091,0.7187272727272728,3
20,Male,117.7,1.81,196,161,54,1.35,1195.0,Yoga,26.4,3.3,3,2,35.93,0-29,100-130,obesity,142,0.7535211267605634,1.0172535211267606,3.051760563380282,7.422360248447205,885.1851851851851,10.152931180968563,667.0057381324987,65.02762430939227,718.6,5.885,2336.442541436464,1.0999999999999999,0.02803738317757009,0.8148148148148147,1.5070422535211268,2.034507042253521,6
39,Female,42.5,1.75,181,131,52,1.13,740.0,Strength,26.2,2.1,2,1,13.88,30-39,40-59,under weight,129,0.6124031007751938,0.6920155038759689,1.3840310077519378,5.648854961832061,654.8672566371682,17.41176470588235,401.04273856074644,24.285714285714285,541.32,1.0897435897435896,337.0857142857143,1.05,0.049411764705882356,0.929203539823009,0.6124031007751938,0.6920155038759689,2
19,Female,64.0,1.53,166,167,58,1.33,1111.0,HIIT,29.8,2.3,3,2,27.34,0-29,60-79,overweight,108,1.0092592592592593,1.342314814814815,4.026944444444445,6.652694610778443,835.3383458646616,17.359375,843.0729601782233,41.830065359477125,519.46,3.3684210526315788,1143.6339869281046,0.7666666666666666,0.0359375,0.5764411027568922,2.0185185185185186,2.68462962962963,6
41,Female,43.8,1.77,182,165,58,1.19,884.0,Cardio,31.9,1.6,3,1,13.98,40-49,40-59,under weight,124,0.8629032258064516,1.0268548387096774,3.0805645161290323,5.357575757575757,742.8571428571429,20.182648401826484,641.0138248847927,24.745762711864405,573.1800000000001,1.068292682926829,345.9457627118644,0.5333333333333333,0.03652968036529681,0.4481792717086835,0.8629032258064516,1.0268548387096774,3
47,Female,66.8,1.75,199,146,56,1.13,742.0,Strength,32.8,2.5,3,2,21.81,40-49,60-79,healthy,143,0.6293706293706294,0.7111888111888112,2.1335664335664335,5.082191780821918,656.637168141593,11.107784431137725,413.26814778142216,38.17142857142857,1025.07,1.4212765957446807,832.5188571428571,0.8333333333333334,0.037425149700598806,0.7374631268436579,1.2587412587412588,1.4223776223776223,6
55,Female,75.2,1.67,188,167,51,1.37,1030.0,HIIT,25.2,2.2,2,1,26.96,50-100,60-79,overweight,137,0.8467153284671532,1.1600000000000001,2.3200000000000003,6.167664670658683,751.8248175182481,13.696808510638297,636.581597314721,45.02994011976048,1482.8,1.3672727272727274,1214.0071856287425,1.1,0.02925531914893617,0.8029197080291971,0.8467153284671532,1.1600000000000001,2
19,Male,89.0,1.77,175,127,72,1.5,1048.0,Strength,28.9,3.7,4,2,28.41,0-29,80-99,overweight,103,0.5339805825242718,0.8009708737864077,3.203883495145631,8.251968503937007,698.6666666666666,11.775280898876405,373.0744336569579,50.282485875706215,539.79,4.684210526315789,1428.5254237288136,0.925,0.04157303370786517,0.6166666666666667,1.0679611650485437,1.6019417475728155,8
38,Male,71.9,1.77,197,142,72,1.12,875.0,Cardio,25.7,3.1,2,1,22.95,30-39,60-79,healthy,125,0.56,0.6272000000000001,1.2544000000000002,6.161971830985915,781.2499999999999,12.169680111265645,437.5,40.621468926553675,872.1,1.892105263157895,932.2627118644068,1.55,0.043115438108484005,1.3839285714285714,0.56,0.6272000000000001,2
50,Female,71.0,1.68,187,161,70,1.17,848.0,Yoga,33.1,2.5,2,1,25.16,50-100,60-79,overweight,117,0.7777777777777778,0.9099999999999999,1.8199999999999998,5.267080745341615,724.7863247863248,11.943661971830986,563.7226970560305,42.261904761904766,1258.0,1.42,1063.3095238095239,1.25,0.035211267605633804,1.0683760683760684,0.7777777777777778,0.9099999999999999,2
29,Male,120.9,1.78,197,168,65,0.78,721.0,Yoga,28.1,3.4,2,1,38.16,0-29,100-130,obesity,132,0.7803030303030303,0.6086363636363636,1.2172727272727273,4.291666666666667,924.3589743589744,5.9636062861869314,721.2801087801088,67.92134831460675,1106.6399999999999,4.1689655172413795,2591.878651685393,1.7,0.02812241521918941,2.1794871794871793,0.7803030303030303,0.6086363636363636,2
39,Female,64.3,1.69,190,148,58,1.25,925.0,HIIT,26.9,1.9,4,2,22.51,30-39,60-79,healthy,132,0.6818181818181818,0.8522727272727272,3.4090909090909087,6.25,740.0,14.385692068429238,504.5454545454545,38.04733727810651,877.8900000000001,1.6487179487179486,856.4455621301776,0.475,0.029548989113530325,0.38,1.3636363636363635,1.7045454545454544,8
42,Female,63.7,1.71,173,169,62,1.42,1080.0,Yoga,26.1,1.8,3,2,21.78,40-49,60-79,healthy,111,0.963963963963964,1.3688288288288288,4.106486486486487,6.390532544378698,760.5633802816902,16.95447409733124,733.1556909021699,37.251461988304094,914.76,1.5166666666666668,811.3368421052633,0.6,0.028257456828885398,0.4225352112676056,1.927927927927928,2.7376576576576577,6
44,Male,65.2,1.8,192,139,68,0.73,502.0,HIIT,27.2,2.7,2,1,20.12,40-49,60-79,healthy,124,0.5725806451612904,0.417983870967742,0.835967741935484,3.6115107913669067,687.6712328767123,7.699386503067484,393.74723817940793,36.22222222222222,885.2800000000001,1.481818181818182,728.7911111111111,1.35,0.04141104294478528,1.8493150684931507,0.5725806451612904,0.417983870967742,2
59,Male,53.9,1.75,168,135,69,1.48,989.0,Strength,21.6,2.8,4,2,17.6,50-100,40-59,under weight,99,0.6666666666666666,0.9866666666666666,3.9466666666666663,7.325925925925926,668.2432432432432,18.34879406307978,445.49549549549545,30.8,1038.4,0.9135593220338983,542.08,0.7,0.051948051948051945,0.47297297297297297,1.3333333333333333,1.9733333333333332,8
45,Male,84.9,1.86,186,136,66,1.64,1104.0,HIIT,14.2,3.5,5,3,24.54,40-49,80-99,healthy,120,0.5833333333333334,0.9566666666666667,4.783333333333333,8.117647058823529,673.1707317073171,13.003533568904592,392.68292682926835,45.645161290322584,1104.3,1.8866666666666667,1120.132258064516,0.7,0.041224970553592456,0.4268292682926829,1.75,2.87,15
33,Female,78.0,1.68,183,135,55,1.29,871.0,HIIT,32.3,1.8,3,2,27.64,30-39,60-79,overweight,128,0.625,0.80625,2.41875,6.451851851851852,675.1937984496124,11.166666666666666,421.99612403100775,46.42857142857143,912.12,2.3636363636363638,1283.2857142857144,0.6,0.023076923076923078,0.46511627906976744,1.25,1.6125,6
32,Male,108.2,1.8,172,138,53,1.27,964.0,HIIT,28.4,3.5,3,1,33.4,30-39,100-130,obesity,119,0.7142857142857143,0.9071428571428571,2.7214285714285715,6.9855072463768115,759.0551181102362,8.909426987060998,542.1822272215973,60.111111111111114,1068.8,3.38125,2007.7111111111112,1.1666666666666667,0.03234750462107209,0.9186351706036746,0.7142857142857143,0.9071428571428571,3
20,Female,65.4,1.52,185,127,50,1.03,654.0,Yoga,28.0,2.2,4,2,28.31,0-29,60-79,overweight,135,0.5703703703703704,0.5874814814814815,2.349925925925926,5.149606299212598,634.9514563106796,10.0,362.1574973031284,43.026315789473685,566.1999999999999,3.2700000000000005,1218.075,0.55,0.03363914373088685,0.5339805825242718,1.1407407407407408,1.174962962962963,8
54,Female,50.2,1.61,188,157,67,1.48,1046.0,HIIT,28.2,2.7,2,1,19.37,50-100,40-59,healthy,121,0.743801652892562,1.1008264462809916,2.201652892561983,6.662420382165605,706.7567567567568,20.83665338645418,525.686843868662,31.180124223602483,1045.98,0.9296296296296297,603.9590062111802,1.35,0.053784860557768925,0.9121621621621623,0.743801652892562,1.1008264462809916,2
24,Female,58.9,1.51,187,157,68,1.04,816.0,Cardio,31.7,2.5,2,1,25.83,0-29,40-59,overweight,119,0.7478991596638656,0.7778151260504202,1.5556302521008405,5.197452229299363,784.6153846153846,13.853989813242785,586.8131868131868,39.00662251655629,619.92,2.4541666666666666,1007.5410596026489,1.25,0.042444821731748725,1.2019230769230769,0.7478991596638656,0.7778151260504202,2
38,Male,81.4,1.71,187,148,58,1.52,1237.0,HIIT,10.2,3.5,5,3,27.84,30-39,80-99,overweight,129,0.6976744186046512,1.0604651162790697,5.3023255813953485,8.358108108108109,813.8157894736842,15.196560196560196,567.7784577723378,47.60233918128655,1057.92,2.142105263157895,1325.2491228070176,0.7,0.04299754299754299,0.4605263157894737,2.0930232558139537,3.181395348837209,15
26,Male,127.6,1.73,167,160,62,1.32,1162.0,Strength,27.3,2.9,3,1,42.63,0-29,100-130,sever obesity,105,0.9333333333333333,1.232,3.6959999999999997,7.2625,880.3030303030303,9.106583072100314,821.6161616161615,73.757225433526,1108.38,4.907692307692307,3144.2705202312136,0.9666666666666667,0.022727272727272728,0.7323232323232323,0.9333333333333333,1.232,3
56,Female,59.3,1.56,182,155,57,1.26,879.0,Cardio,33.4,2.6,4,2,24.37,50-100,40-59,healthy,125,0.784,0.98784,3.95136,5.670967741935484,697.6190476190476,14.82293423271501,546.9333333333333,38.01282051282051,1364.72,1.0589285714285714,926.3724358974359,0.65,0.04384485666104553,0.5158730158730159,1.568,1.97568,8
35,Male,96.9,1.71,188,145,72,1.34,1069.0,Strength,24.2,2.9,3,2,33.14,30-39,80-99,obesity,116,0.6293103448275862,0.8432758620689655,2.5298275862068964,7.372413793103449,797.7611940298507,11.031991744066048,502.03937210499225,56.66666666666667,1159.9,2.7685714285714287,1877.9333333333334,0.9666666666666667,0.029927760577915373,0.7213930348258706,1.2586206896551724,1.686551724137931,6
21,Male,62.6,1.81,164,150,62,1.3,1072.0,Strength,27.6,3.5,4,2,19.11,0-29,60-79,healthy,102,0.8627450980392157,1.1215686274509804,4.486274509803922,7.1466666666666665,824.6153846153846,17.124600638977636,711.4328808446456,34.58563535911602,401.31,2.980952380952381,660.9314917127072,0.875,0.05591054313099041,0.673076923076923,1.7254901960784315,2.243137254901961,8
42,Male,45.5,1.6,166,163,64,1.31,1057.0,Strength,21.7,2.6,3,2,17.77,40-49,40-59,under weight,102,0.9705882352941176,1.2714705882352941,3.8144117647058824,6.484662576687117,806.8702290076336,23.23076923076923,783.1387516838797,28.4375,746.34,1.0833333333333333,505.33437499999997,0.8666666666666667,0.05714285714285715,0.6615776081424937,1.9411764705882353,2.5429411764705883,6
31,Female,48.8,1.51,195,131,60,1.48,969.0,Cardio,28.2,2.0,2,1,21.4,30-39,40-59,healthy,135,0.5259259259259259,0.7783703703703704,1.5567407407407408,7.396946564885496,654.7297297297297,19.85655737704918,344.3393393393393,32.317880794701985,663.4,1.5741935483870966,691.6026490066224,1.0,0.04098360655737705,0.6756756756756757,0.5259259259259259,0.7783703703703704,2
26,Female,44.3,1.6,186,136,61,1.08,734.0,Cardio,34.7,2.0,3,1,17.3,0-29,40-59,under weight,125,0.6,0.648,1.944,5.397058823529412,679.6296296296296,16.568848758465013,407.7777777777777,27.687499999999996,449.8,1.7038461538461538,478.99375,0.6666666666666666,0.045146726862302484,0.6172839506172839,0.6,0.648,3
43,Male,113.2,1.83,161,134,63,1.45,962.0,Yoga,29.9,2.9,4,2,33.8,40-49,100-130,obesity,98,0.7244897959183674,1.0505102040816328,4.202040816326531,7.17910447761194,663.448275862069,8.498233215547703,480.66150598170304,61.857923497267755,1453.3999999999999,2.6325581395348836,2090.79781420765,0.725,0.025618374558303885,0.5,1.4489795918367347,2.1010204081632655,8
19,Female,60.5,1.59,184,128,53,1.14,730.0,Cardio,30.1,2.2,2,1,23.93,0-29,60-79,healthy,131,0.5725190839694656,0.6526717557251908,1.3053435114503815,5.703125,640.3508771929825,12.066115702479339,366.61309762957006,38.0503144654088,454.67,3.1842105263157894,910.5440251572326,1.1,0.03636363636363637,0.9649122807017545,0.5725190839694656,0.6526717557251908,2
37,Male,124.2,1.76,168,158,50,1.5,1304.0,HIIT,29.3,2.8,2,1,40.1,30-39,100-130,sever obesity,118,0.9152542372881356,1.3728813559322033,2.7457627118644066,8.253164556962025,869.3333333333334,10.499194847020934,795.6610169491526,70.56818181818181,1483.7,3.3567567567567567,2829.784090909091,1.4,0.02254428341384863,0.9333333333333332,0.9152542372881356,1.3728813559322033,2
45,Male,52.4,1.85,186,161,73,1.2,956.0,Strength,25.2,2.5,3,1,15.31,40-49,40-59,under weight,113,0.7787610619469026,0.9345132743362832,2.8035398230088493,5.937888198757764,796.6666666666667,18.244274809160306,620.4129793510325,28.324324324324323,688.95,1.1644444444444444,433.6454054054054,0.8333333333333334,0.04770992366412214,0.6944444444444445,0.7787610619469026,0.9345132743362832,3
24,Male,54.7,1.74,160,167,53,0.84,772.0,Yoga,22.9,3.6,3,1,18.07,0-29,40-59,under weight,107,1.0654205607476634,0.8949532710280372,2.6848598130841115,4.622754491017964,919.047619047619,14.113345521023765,979.1722296395193,31.436781609195403,433.68,2.279166666666667,568.062643678161,1.2,0.06581352833638025,1.4285714285714286,1.0654205607476634,0.8949532710280372,3
25,Male,88.1,1.95,182,131,68,1.41,1016.0,Cardio,22.7,3.0,2,1,23.17,0-29,80-99,healthy,114,0.5526315789473685,0.7792105263157895,1.558421052631579,7.755725190839694,720.5673758865248,11.532349602724178,398.2082866741322,45.179487179487175,579.25,3.5239999999999996,1046.808717948718,1.5,0.0340522133938706,1.0638297872340425,0.5526315789473685,0.7792105263157895,2
52,Female,59.7,1.71,169,151,58,1.23,836.0,Strength,34.3,2.0,3,1,20.42,50-100,40-59,healthy,111,0.8378378378378378,1.0305405405405406,3.0916216216216217,5.5364238410596025,679.6747967479674,14.003350083752093,569.457262140189,34.91228070175439,1061.8400000000001,1.1480769230769232,712.9087719298246,0.6666666666666666,0.03350083752093802,0.5420054200542005,0.8378378378378378,1.0305405405405406,3
31,Female,79.7,1.54,184,144,59,1.03,742.0,Cardio,26.7,2.3,4,2,33.61,30-39,60-79,obesity,125,0.68,0.7004,2.8016,5.152777777777778,720.3883495145631,9.3099121706399,489.86407766990294,51.753246753246756,1041.91,2.570967741935484,1739.4266233766234,0.575,0.028858218318695103,0.558252427184466,1.36,1.4008,8
34,Female,51.0,1.62,162,158,53,1.42,1122.0,Yoga,30.8,2.4,3,2,19.43,30-39,40-59,healthy,109,0.963302752293578,1.3678899082568807,4.103669724770642,7.10126582278481,790.1408450704225,22.0,761.1448507559116,31.48148148148148,660.62,1.5,611.6851851851851,0.7999999999999999,0.047058823529411764,0.5633802816901409,1.926605504587156,2.7357798165137615,6
53,Male,84.2,1.76,165,137,69,1.67,1133.0,Cardio,12.8,3.5,5,3,27.18,50-100,80-99,overweight,96,0.7083333333333334,1.1829166666666666,5.914583333333333,8.27007299270073,678.4431137724551,13.45605700712589,480.5638722554891,47.84090909090909,1440.54,1.588679245283019,1300.3159090909091,0.7,0.04156769596199525,0.41916167664670656,2.125,3.54875,15
57,Male,122.1,1.89,165,134,58,1.13,750.0,Cardio,27.4,3.6,3,1,34.18,50-100,100-130,obesity,107,0.7102803738317757,0.8026168224299064,2.407850467289719,5.597014925373134,663.7168141592921,6.142506142506143,471.4250268794972,64.60317460317461,1948.26,2.1421052631578945,2208.1365079365078,1.2,0.029484029484029485,1.0619469026548674,0.7102803738317757,0.8026168224299064,3
21,Male,96.7,1.72,161,151,62,1.26,1046.0,Strength,25.0,2.8,3,1,32.69,0-29,80-99,obesity,99,0.898989898989899,1.1327272727272728,3.3981818181818184,6.927152317880795,830.1587301587301,10.816959669079628,746.3043129709796,56.22093023255814,686.49,4.604761904761905,1837.8622093023257,0.9333333333333332,0.028955532574974144,0.7407407407407407,0.898989898989899,1.1327272727272728,3
19,Female,73.0,1.79,177,125,61,0.81,506.0,HIIT,27.7,1.6,3,1,22.78,0-29,60-79,healthy,116,0.5517241379310345,0.44689655172413795,1.340689655172414,4.048,624.6913580246913,6.931506849315069,344.65730097914,40.78212290502793,432.82000000000005,3.8421052631578947,929.0167597765363,0.5333333333333333,0.021917808219178082,0.6584362139917695,0.5517241379310345,0.44689655172413795,3
23,Male,114.8,1.6,182,163,60,1.47,1318.0,Cardio,21.7,2.7,4,2,44.84,0-29,100-130,sever obesity,122,0.8442622950819673,1.2410655737704919,4.9642622950819675,8.085889570552148,896.5986394557823,11.480836236933799,756.964425114308,71.75,1031.3200000000002,4.991304347826087,3217.27,0.675,0.023519163763066203,0.4591836734693878,1.6885245901639345,2.4821311475409837,8
59,Female,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3,2,28.35,50-100,60-79,overweight,100,1.01,1.414,4.242,6.302469135802469,729.2857142857143,15.587786259541986,736.5785714285715,43.0921052631579,1672.65,1.1101694915254237,1221.6611842105265,0.7000000000000001,0.03206106870229008,0.5000000000000001,2.02,2.828,6
21,Female,50.3,1.52,171,154,67,1.08,832.0,Cardio,32.2,2.6,3,1,21.77,0-29,40-59,healthy,104,0.8365384615384616,0.9034615384615385,2.7103846153846156,5.402597402597403,770.3703703703703,16.54075546719682,644.4444444444445,33.09210526315789,457.17,2.395238095238095,720.4151315789474,0.8666666666666667,0.05168986083499007,0.8024691358024691,0.8365384615384616,0.9034615384615385,3
46,Female,61.0,1.71,181,153,61,1.67,1150.0,Cardio,17.8,2.7,4,3,20.86,40-49,60-79,healthy,120,0.7666666666666667,1.2803333333333333,5.121333333333333,7.516339869281046,688.622754491018,18.852459016393443,527.9441117764471,35.67251461988304,959.56,1.326086956521739,744.1286549707603,0.675,0.04426229508196722,0.4041916167664671,2.3000000000000003,3.841,12
35,Female,44.6,1.62,196,157,65,0.56,440.0,HIIT,32.4,2.0,2,1,16.99,30-39,40-59,under weight,131,0.7022900763358778,0.3932824427480916,0.7865648854961832,2.8025477707006368,785.7142857142857,9.865470852017937,551.7993456924754,27.530864197530864,594.65,1.2742857142857142,467.7493827160493,1.0,0.04484304932735426,1.7857142857142856,0.7022900763358778,0.3932824427480916,2
43,Female,58.2,1.61,179,124,54,1.04,580.0,Strength,26.4,2.6,3,2,22.45,40-49,40-59,healthy,125,0.56,0.5824,1.7472,4.67741935483871,557.6923076923076,9.965635738831615,312.3076923076923,36.149068322981364,965.35,1.3534883720930233,811.5465838509316,0.8666666666666667,0.044673539518900345,0.8333333333333334,1.12,1.1648,6
51,Female,44.8,1.63,198,137,69,1.08,666.0,Yoga,33.8,2.1,4,2,16.86,50-100,40-59,under weight,129,0.5271317829457365,0.5693023255813955,2.277209302325582,4.861313868613139,616.6666666666666,14.866071428571429,325.0645994832041,27.484662576687118,859.86,0.8784313725490196,463.3914110429448,0.525,0.04687500000000001,0.4861111111111111,1.054263565891473,1.138604651162791,8
27,Male,87.5,1.63,183,135,74,1.75,1299.0,Strength,12.9,3.5,5,3,32.93,0-29,80-99,obesity,109,0.5596330275229358,0.9793577981651376,4.896788990825688,9.622222222222222,742.2857142857143,14.845714285714285,415.4076015727392,53.68098159509203,889.11,3.240740740740741,1767.7147239263804,0.7,0.04,0.39999999999999997,1.6788990825688073,2.9380733944954125,15
53,Male,51.8,1.74,179,127,61,1.23,773.0,Strength,21.3,3.7,3,2,17.11,50-100,40-59,under weight,118,0.559322033898305,0.6879661016949152,2.063898305084746,6.086614173228346,628.4552845528456,14.922779922779924,351.5088879702356,29.770114942528735,906.8299999999999,0.9773584905660376,509.3666666666666,1.2333333333333334,0.07142857142857144,1.0027100271002711,1.11864406779661,1.3759322033898305,6
31,Female,64.4,1.7,160,144,70,1.97,1418.0,Strength,17.3,2.7,5,3,22.28,30-39,60-79,healthy,90,0.8222222222222222,1.6197777777777778,8.098888888888888,9.847222222222221,719.7969543147208,22.01863354037267,591.833051325437,37.88235294117648,690.6800000000001,2.07741935483871,844.0188235294119,0.54,0.04192546583850931,0.2741116751269036,2.466666666666667,4.859333333333334,15
48,Female,67.1,1.61,160,151,74,0.62,421.0,Cardio,33.4,1.5,2,1,25.89,40-49,60-79,overweight,86,0.8953488372093024,0.5551162790697675,1.110232558139535,2.7880794701986753,679.0322580645161,6.2742175856929965,607.9707426856714,41.677018633540364,1242.72,1.3979166666666665,1079.01801242236,0.75,0.022354694485842028,1.2096774193548387,0.8953488372093024,0.5551162790697675,2
32,Male,85.9,1.6,176,145,60,1.99,1587.0,HIIT,14.5,3.5,5,3,33.55,30-39,80-99,obesity,116,0.7327586206896551,1.4581896551724136,7.290948275862068,10.944827586206896,797.4874371859297,18.474970896391152,584.3657944896898,53.6875,1073.6,2.684375,1801.215625,0.7,0.04074505238649592,0.3517587939698492,2.1982758620689653,4.374568965517241,15
25,Female,65.4,1.77,160,141,58,0.89,627.0,Cardio,27.6,2.6,3,1,20.88,0-29,60-79,healthy,102,0.8137254901960784,0.7242156862745098,2.1726470588235296,4.446808510638298,704.4943820224719,9.587155963302752,573.2650363516193,36.949152542372886,522.0,2.616,771.4983050847459,0.8666666666666667,0.039755351681957186,0.9737827715355806,0.8137254901960784,0.7242156862745098,3
31,Female,61.1,1.76,189,150,67,1.81,1358.0,Yoga,18.6,2.7,4,3,19.72,30-39,60-79,healthy,122,0.680327868852459,1.231393442622951,4.925573770491804,9.053333333333333,750.2762430939226,22.225859247135844,510.4338375147178,34.71590909090909,611.3199999999999,1.9709677419354839,684.5977272727273,0.675,0.044189852700491,0.3729281767955801,2.040983606557377,3.6941803278688528,12
40,Male,106.5,1.65,162,162,74,1.32,1176.0,HIIT,21.0,3.6,4,2,39.12,40-49,100-130,obesity,88,1.0,1.32,5.28,7.2592592592592595,890.9090909090909,11.04225352112676,890.9090909090909,64.54545454545455,1564.8,2.6625,2525.018181818182,0.9,0.033802816901408454,0.6818181818181818,2.0,2.64,8
57,Female,64.0,1.52,170,129,52,1.73,1004.0,Strength,15.2,2.7,5,3,27.7,50-100,60-79,overweight,118,0.652542372881356,1.1288983050847459,5.64449152542373,7.782945736434108,580.3468208092486,15.6875,378.7008915450182,42.10526315789474,1578.8999999999999,1.1228070175438596,1166.3157894736842,0.54,0.0421875,0.31213872832369943,1.957627118644068,3.3866949152542376,15
