age,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,fat_percentage,water_intake,workout_frequency,experience_level,bmi,gender_Female,gender_Male,workout_type_Cardio,workout_type_HIIT,workout_type_Strength,workout_type_Yoga,age_category_0-29,age_category_30-39,age_category_40-49,age_category_50-100,weight_category_100-130,weight_category_40-59,weight_category_60-79,weight_category_80-99,bmi_category_healthy,bmi_category_obesity,bmi_category_overweight,bmi_category_sever obesity,bmi_category_under weight,hrr,intensity,calories_per_min,water_per_session,experience_intensity_ratio
47,66.8,1.75,199,146,56,1.13,742.0,32.8,2.5,3,2,218122.4489795918,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,143,0.6293706293706294,656.637168141593,0.8333333333333334,1.2587412587412588
55,75.2,1.67,188,167,51,1.37,1030.0,25.2,2.2,2,1,269640.35999856575,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,137,0.8467153284671532,751.8248175182481,1.1,0.8467153284671532
19,89.0,1.77,175,127,72,1.5,1048.0,28.9,3.7,4,2,284081.8411056848,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,103,0.5339805825242718,698.6666666666666,0.925,1.0679611650485437
38,71.9,1.77,197,142,72,1.12,875.0,25.7,3.1,2,1,229499.82444380605,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,125,0.56,781.2499999999999,1.55,0.56
50,71.0,1.68,187,161,70,1.17,848.0,33.1,2.5,2,1,251558.95691609982,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,117,0.7777777777777778,724.7863247863248,1.25,0.7777777777777778
29,120.9,1.78,197,168,65,0.78,721.0,28.1,3.4,2,1,381580.6085090267,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,132,0.7803030303030303,924.3589743589744,1.7,0.7803030303030303
39,64.3,1.69,190,148,58,1.25,925.0,26.9,1.9,4,2,225132.17324323382,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,132,0.6818181818181818,740.0,0.475,1.3636363636363635
42,63.7,1.71,173,169,62,1.42,1080.0,26.1,1.8,3,2,217844.80694914676,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,111,0.963963963963964,760.5633802816902,0.6,1.927927927927928
44,65.2,1.8,192,139,68,0.73,502.0,27.2,2.7,2,1,201234.56790123452,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,124,0.5725806451612904,687.6712328767123,1.35,0.5725806451612904
59,53.9,1.75,168,135,69,1.48,989.0,21.6,2.8,4,2,175999.99999999997,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,99,0.6666666666666666,668.2432432432432,0.7,1.3333333333333333
45,84.9,1.86,186,136,66,1.64,1104.0,14.2,3.5,5,3,245404.09295872352,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,120,0.5833333333333334,673.1707317073171,0.7,1.75
33,78.0,1.68,183,135,55,1.29,871.0,32.3,1.8,3,2,276360.5442176871,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,128,0.625,675.1937984496124,0.6,1.25
32,108.2,1.8,172,138,53,1.27,964.0,28.4,3.5,3,1,333950.61728395056,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,119,0.7142857142857143,759.0551181102362,1.1666666666666667,0.7142857142857143
20,65.4,1.52,185,127,50,1.03,654.0,28.0,2.2,4,2,283067.86703601107,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,135,0.5703703703703704,634.9514563106796,0.55,1.1407407407407408
54,50.2,1.61,188,157,67,1.48,1046.0,28.2,2.7,2,1,193665.36784846263,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,121,0.743801652892562,706.7567567567568,1.35,0.743801652892562
24,58.9,1.51,187,157,68,1.04,816.0,31.7,2.5,2,1,258322.0034209026,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,119,0.7478991596638656,784.6153846153846,1.25,0.7478991596638656
38,81.4,1.71,187,148,58,1.52,1237.0,10.2,3.5,5,3,278376.2525221436,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,129,0.6976744186046512,813.8157894736842,0.7,2.0930232558139537
26,127.6,1.73,167,160,62,1.32,1162.0,27.3,2.9,3,1,426342.34354639315,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,105,0.9333333333333333,880.3030303030303,0.9666666666666667,0.9333333333333333
56,59.3,1.56,182,155,57,1.26,879.0,33.4,2.6,4,2,243671.926364234,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,125,0.784,697.6190476190476,0.65,1.568
35,96.9,1.71,188,145,72,1.34,1069.0,24.2,2.9,3,2,331384.0155945419,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,116,0.6293103448275862,797.7611940298507,0.9666666666666667,1.2586206896551724
21,62.6,1.81,164,150,62,1.3,1072.0,27.6,3.5,4,2,191080.85833765756,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,102,0.8627450980392157,824.6153846153846,0.875,1.7254901960784315
42,45.5,1.6,166,163,64,1.31,1057.0,21.7,2.6,3,2,177734.375,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,102,0.9705882352941176,806.8702290076336,0.8666666666666667,1.9411764705882353
31,48.8,1.51,195,131,60,1.48,969.0,28.2,2.0,2,1,214025.70062716547,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,135,0.5259259259259259,654.7297297297297,1.0,0.5259259259259259
26,44.3,1.6,186,136,61,1.08,734.0,34.7,2.0,3,1,173046.875,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,125,0.6,679.6296296296296,0.6666666666666666,0.6
43,113.2,1.83,161,134,63,1.45,962.0,29.9,2.9,4,2,338021.4398757801,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,98,0.7244897959183674,663.448275862069,0.725,1.4489795918367347
19,60.5,1.59,184,128,53,1.14,730.0,30.1,2.2,2,1,239310.15387049562,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,131,0.5725190839694656,640.3508771929825,1.1,0.5725190839694656
37,124.2,1.76,168,158,50,1.5,1304.0,29.3,2.8,2,1,400955.57851239666,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,118,0.9152542372881356,869.3333333333334,1.4,0.9152542372881356
45,52.4,1.85,186,161,73,1.2,956.0,25.2,2.5,3,1,153104.45580715846,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,113,0.7787610619469026,796.6666666666667,0.8333333333333334,0.7787610619469026
24,54.7,1.74,160,167,53,0.84,772.0,22.9,3.6,3,1,180671.15867353682,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,107,1.0654205607476634,919.047619047619,1.2,1.0654205607476634
25,88.1,1.95,182,131,68,1.41,1016.0,22.7,3.0,2,1,231689.67784352397,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,114,0.5526315789473685,720.5673758865248,1.5,0.5526315789473685
52,59.7,1.71,169,151,58,1.23,836.0,34.3,2.0,3,1,204165.3842207859,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,111,0.8378378378378378,679.6747967479674,0.6666666666666666,0.8378378378378378
31,79.7,1.54,184,144,59,1.03,742.0,26.7,2.3,4,2,336060.04385225166,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,125,0.68,720.3883495145631,0.575,1.36
34,51.0,1.62,162,158,53,1.42,1122.0,30.8,2.4,3,2,194330.13260173748,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,109,0.963302752293578,790.1408450704225,0.7999999999999999,1.926605504587156
53,84.2,1.76,165,137,69,1.67,1133.0,12.8,3.5,5,3,271823.347107438,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,96,0.7083333333333334,678.4431137724551,0.7,2.125
57,122.1,1.89,165,134,58,1.13,750.0,27.4,3.6,3,1,341815.73864113545,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,107,0.7102803738317757,663.7168141592921,1.2,0.7102803738317757
21,96.7,1.72,161,151,62,1.26,1046.0,25.0,2.8,3,1,326865.87344510545,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,99,0.898989898989899,830.1587301587301,0.9333333333333332,0.898989898989899
19,73.0,1.79,177,125,61,0.81,506.0,27.7,1.6,3,1,227833.08885490466,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,116,0.5517241379310345,624.6913580246913,0.5333333333333333,0.5517241379310345
23,114.8,1.6,182,163,60,1.47,1318.0,21.7,2.7,4,2,448437.5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,122,0.8442622950819673,896.5986394557823,0.675,1.6885245901639345
59,65.5,1.52,161,162,61,1.4,1021.0,31.2,2.1,3,2,283500.6925207756,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,100,1.01,729.2857142857143,0.7000000000000001,2.02
21,50.3,1.52,171,154,67,1.08,832.0,32.2,2.6,3,1,217711.21883656507,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,104,0.8365384615384616,770.3703703703703,0.8666666666666667,0.8365384615384616
46,61.0,1.71,181,153,61,1.67,1150.0,17.8,2.7,4,3,208611.19660750317,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,120,0.7666666666666667,688.622754491018,0.675,2.3000000000000003
35,44.6,1.62,196,157,65,0.56,440.0,32.4,2.0,2,1,169943.60615759788,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,131,0.7022900763358778,785.7142857142857,1.0,0.7022900763358778
43,58.2,1.61,179,124,54,1.04,580.0,26.4,2.6,3,2,224528.3746769029,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,125,0.56,557.6923076923076,0.8666666666666667,1.12
51,44.8,1.63,198,137,69,1.08,666.0,33.8,2.1,4,2,168617.5618201664,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,129,0.5271317829457365,616.6666666666666,0.525,1.054263565891473
27,87.5,1.63,183,135,74,1.75,1299.0,12.9,3.5,5,3,329331.17543001246,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,109,0.5596330275229358,742.2857142857143,0.7,1.6788990825688073
53,51.8,1.74,179,127,61,1.23,773.0,21.3,3.7,3,2,171092.61461223412,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,118,0.559322033898305,628.4552845528456,1.2333333333333334,1.11864406779661
31,64.4,1.7,160,144,70,1.97,1418.0,17.3,2.7,5,3,222837.37024221453,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,90,0.8222222222222222,719.7969543147208,0.54,2.466666666666667
48,67.1,1.61,160,151,74,0.62,421.0,33.4,1.5,2,1,258863.46977354266,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,86,0.8953488372093024,679.0322580645161,0.75,0.8953488372093024
32,85.9,1.6,176,145,60,1.99,1587.0,14.5,3.5,5,3,335546.87500000006,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,116,0.7327586206896551,797.4874371859297,0.7,2.1982758620689653
25,65.4,1.77,160,141,58,0.89,627.0,27.6,2.6,3,1,208752.27425069423,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,102,0.8137254901960784,704.4943820224719,0.8666666666666667,0.8137254901960784
31,61.1,1.76,189,150,67,1.81,1358.0,18.6,2.7,4,3,197249.48347107437,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,122,0.680327868852459,750.2762430939226,0.675,2.040983606557377
40,106.5,1.65,162,162,74,1.32,1176.0,21.0,3.6,4,2,391184.57300275477,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,88,1.0,890.9090909090909,0.9,2.0
57,64.0,1.52,170,129,52,1.73,1004.0,15.2,2.7,5,3,277008.3102493075,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,118,0.652542372881356,580.3468208092486,0.54,1.957627118644068
38,61.4,1.54,183,131,69,1.47,963.0,30.6,2.7,3,2,258896.9472086355,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,114,0.543859649122807,655.1020408163265,0.9,1.087719298245614
33,40.5,1.63,181,147,66,1.07,786.0,31.9,1.5,4,2,152433.28691332007,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,115,0.7043478260869566,734.5794392523364,0.375,1.4086956521739131
35,70.1,1.79,185,125,63,1.08,743.0,28.0,2.3,3,2,218782.18532505227,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,122,0.5081967213114754,687.9629629629629,0.7666666666666666,1.0163934426229508
41,94.1,1.62,172,139,50,1.13,777.0,23.4,3.1,4,2,358558.14662399015,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,122,0.7295081967213115,687.6106194690266,0.775,1.459016393442623
43,55.5,1.82,160,124,66,1.08,663.0,20.1,2.0,3,1,167552.22799178842,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,94,0.6170212765957447,613.8888888888888,0.6666666666666666,0.6170212765957447
42,53.7,1.72,183,142,74,1.37,875.0,29.8,1.6,3,1,181517.03623580313,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,109,0.6238532110091743,638.6861313868612,0.5333333333333333,0.6238532110091743
58,66.1,1.75,169,128,57,0.63,363.0,25.2,1.8,2,1,215836.73469387752,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,112,0.6339285714285714,576.1904761904761,0.9,0.6339285714285714
46,103.9,1.77,194,148,54,1.18,864.0,20.9,2.9,2,1,331641.610009895,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,140,0.6714285714285714,732.2033898305085,1.45,0.6714285714285714
32,61.7,1.58,183,135,54,1.87,1262.0,16.6,2.7,5,3,247155.90450248355,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,129,0.627906976744186,674.8663101604278,0.54,1.8837209302325582
18,52.3,1.74,187,165,58,1.2,990.0,29.4,2.2,2,1,172744.08772625183,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,129,0.8294573643410853,825.0,1.1,0.8294573643410853
42,59.5,1.74,195,141,52,1.78,1129.0,16.4,2.7,5,3,196525.3005681068,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,143,0.6223776223776224,634.2696629213483,0.54,1.867132867132867
24,72.9,1.76,175,127,68,0.86,546.0,30.8,1.5,3,1,235343.4917355372,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,107,0.5514018691588785,634.8837209302326,0.5,0.5514018691588785
26,76.7,1.63,199,139,72,1.08,751.0,25.6,1.7,2,1,288682.2989197938,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,127,0.5275590551181102,695.3703703703703,0.85,0.5275590551181102
41,72.1,1.83,175,133,58,1.13,744.0,21.4,2.8,3,2,215294.57433784226,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,117,0.6410256410256411,658.4070796460178,0.9333333333333332,1.2820512820512822
18,54.8,1.68,176,158,71,1.27,1003.0,32.0,2.2,4,2,194160.99773242633,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,105,0.8285714285714286,789.763779527559,0.55,1.6571428571428573
25,105.0,1.88,174,156,67,1.34,1150.0,21.4,2.3,3,2,297080.1267541875,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,107,0.8317757009345794,858.2089552238806,0.7666666666666666,1.6635514018691588
41,55.0,1.55,175,169,65,1.45,1103.0,31.4,2.0,4,2,228928.19979188347,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,110,0.9454545454545454,760.6896551724138,0.5,1.8909090909090909
28,81.6,1.66,174,153,50,1.09,917.0,20.5,3.5,4,2,296124.2560603861,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,124,0.8306451612903226,841.2844036697247,0.875,1.6612903225806452
34,75.6,1.6,193,130,51,0.64,416.0,29.1,2.7,2,1,295312.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,142,0.5563380281690141,650.0,1.35,0.5563380281690141
25,81.5,1.61,170,159,63,1.93,1688.0,10.9,3.5,4,3,314416.88206473517,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,107,0.897196261682243,874.6113989637306,0.875,2.691588785046729
52,61.5,1.69,160,152,63,1.8,1231.0,15.5,2.7,4,3,215328.5949371521,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,97,0.9175257731958762,683.8888888888889,0.675,2.752577319587629
52,74.0,1.63,174,150,50,1.26,936.0,25.7,3.7,3,2,278520.0797922391,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,124,0.8064516129032258,742.8571428571429,1.2333333333333334,1.6129032258064515
50,56.4,1.59,185,163,74,1.26,924.0,34.3,2.6,3,1,223092.44096356948,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,111,0.8018018018018018,733.3333333333334,0.8666666666666667,0.8018018018018018
22,102.6,1.84,163,153,65,1.25,1052.0,20.5,2.7,3,2,303048.2041587901,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,98,0.8979591836734694,841.6,0.9,1.7959183673469388
59,54.6,1.57,164,169,64,0.58,441.0,29.2,2.3,3,1,221510.0004056959,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,100,1.05,760.344827586207,0.7666666666666666,1.05
56,129.0,1.78,194,126,64,1.29,805.0,27.1,2.7,2,1,407145.56242898625,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,130,0.47692307692307695,624.031007751938,1.35,0.47692307692307695
58,103.5,1.66,172,168,61,1.33,1106.0,24.6,3.1,3,1,375598.78066482797,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,111,0.963963963963964,831.578947368421,1.0333333333333334,0.963963963963964
45,59.4,1.51,169,142,65,1.15,735.0,33.1,1.9,4,2,260514.88969782027,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,104,0.7403846153846154,639.1304347826087,0.475,1.4807692307692308
24,60.1,1.79,170,165,63,1.97,1625.0,15.9,2.7,4,3,187572.17315314754,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,107,0.9532710280373832,824.8730964467005,0.675,2.8598130841121496
26,77.7,1.62,177,126,73,1.16,804.0,29.6,3.0,3,2,296067.67261088244,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,104,0.5096153846153846,693.1034482758621,1.0,1.0192307692307692
25,41.2,1.62,193,144,64,1.49,1073.0,28.9,2.1,4,2,156988.26398414874,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,129,0.6201550387596899,720.1342281879195,0.525,1.2403100775193798
29,58.6,1.61,198,122,72,1.2,805.0,23.4,2.0,3,2,226071.5250183249,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,126,0.3968253968253968,670.8333333333334,0.6666666666666666,0.7936507936507936
51,109.3,1.78,182,157,64,0.54,420.0,28.7,3.3,3,1,344969.069561924,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,118,0.788135593220339,777.7777777777777,1.0999999999999999,0.788135593220339
50,69.6,1.96,166,139,68,0.97,667.0,25.6,2.0,3,1,181174.51062057476,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,98,0.7244897959183674,687.6288659793814,0.6666666666666666,0.7244897959183674
40,56.2,1.79,198,153,57,1.79,1369.0,17.6,2.7,5,3,175400.2684061047,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,141,0.6808510638297872,764.804469273743,0.54,2.0425531914893615
41,71.7,1.96,162,168,51,0.51,424.0,27.3,2.5,2,1,186640.98292378176,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,111,1.054054054054054,831.3725490196078,1.25,1.054054054054054
54,86.0,1.93,171,163,51,1.74,1404.0,12.9,3.5,5,3,230878.68130688078,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,120,0.9333333333333333,806.8965517241379,0.7,2.8
52,79.4,1.59,166,163,59,1.39,1020.0,26.6,1.5,3,2,314069.8548316918,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,107,0.9719626168224299,733.8129496402878,0.5,1.9439252336448598
57,78.4,1.62,185,149,52,1.01,677.0,31.7,2.0,4,2,298734.9489407102,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,133,0.7293233082706767,670.2970297029702,0.5,1.4586466165413534
39,55.4,1.6,192,136,72,1.44,979.0,26.3,1.6,3,2,216406.25,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,120,0.5333333333333333,679.8611111111111,0.5333333333333333,1.0666666666666667
44,61.7,1.55,196,129,66,1.41,819.0,33.1,2.6,4,2,256815.8168574402,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,130,0.4846153846153846,580.8510638297872,0.65,0.9692307692307692
52,85.5,1.82,174,154,57,1.78,1357.0,14.9,3.5,4,3,258120.99987924163,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,117,0.8290598290598291,762.3595505617977,0.875,2.4871794871794872
18,87.6,1.93,161,139,72,1.72,1315.0,11.9,3.5,4,3,235174.09863352042,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,89,0.7528089887640449,764.5348837209302,0.875,2.258426966292135
52,82.4,1.72,166,137,53,1.01,685.0,24.4,2.7,4,2,278528.9345592212,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,113,0.7433628318584071,678.2178217821782,0.675,1.4867256637168142
54,67.0,1.68,191,164,63,0.55,446.0,20.5,2.8,3,1,237386.62131519278,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,128,0.7890625,810.9090909090909,0.9333333333333332,0.7890625
31,42.3,1.6,163,163,70,1.09,888.0,25.1,1.9,3,2,165234.375,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,93,1.0,814.6788990825687,0.6333333333333333,2.0
20,82.7,1.99,179,146,59,1.69,1357.0,14.6,3.5,5,3,208833.11027499306,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,120,0.725,802.9585798816569,0.7,2.175
