age,gender,weight,height,max_bpm,avg_bpm,resting_bpm,session_duration,calories_burned,workout_type,water_intake,workout_frequency,experience_level,bmi,age_category,weight_category,bmi_category,hrr,intensity,cardio_load,weekly_cardio_load,bpm_efficiency,calories_per_min,calories_per_kg,fat_burn_efficiency,weight_height_ratio,bmi_age_interaction,weight_age_ratio,fat_risk_score,water_per_session,water_per_kg,hydration_score,experience_intensity_ratio,experience_load,experience_frequency_score
34.0,Female,54.2,1.52,190.0,132.0,60.0,1.13,746.0,Cardio,2.2,3.0,1.0,23.46,30-39,40-59,healthy,130.0,0.5538461538461539,0.6258461538461538,1.8775384615384616,5.651515151515151,660.1769911504425,13.763837638376383,365.63648740639894,35.65789473684211,797.64,1.5941176470588236,836.5342105263159,0.7333333333333334,0.04059040590405904,0.648967551622419,0.5538461538461539,0.6258461538461538,3.0
57.0,Female,78.4,1.62,185.0,149.0,52.0,1.01,677.0,Strength,2.0,4.0,2.0,29.87,50-100,60-79,overweight,133.0,0.7293233082706767,0.7366165413533835,2.946466165413534,4.543624161073826,670.2970297029702,8.635204081632653,488.8632472269783,48.39506172839506,1702.5900000000001,1.3754385964912281,1445.5604938271606,0.5,0.02551020408163265,0.49504950495049505,1.4586466165413534,1.473233082706767,8.0
46.0,Male,108.8,1.64,185.0,169.0,63.0,1.4,1171.0,Strength,3.4,3.0,1.0,40.45,40-49,100-130,sever obesity,122.0,0.8688524590163934,1.2163934426229508,3.6491803278688524,6.928994082840236,836.4285714285714,10.762867647058824,726.7330210772834,66.34146341463415,1860.7,2.365217391304348,2683.512195121951,1.1333333333333333,0.03125,0.8095238095238095,0.8688524590163934,1.2163934426229508,3.0
58.0,Female,66.1,1.75,169.0,128.0,57.0,0.63,363.0,Cardio,1.8,2.0,1.0,21.58,50-100,60-79,healthy,112.0,0.6339285714285714,0.399375,0.79875,2.8359375,576.1904761904761,5.491679273827534,365.2636054421768,37.771428571428565,1251.6399999999999,1.139655172413793,815.1074285714285,0.9,0.027231467473524965,1.4285714285714286,0.6339285714285714,0.399375,2.0
25.0,Female,63.8,1.68,198.0,165.0,67.0,0.95,784.0,Cardio,1.9,2.0,1.0,22.6,0-29,60-79,healthy,131.0,0.7480916030534351,0.7106870229007634,1.4213740458015267,4.751515151515152,825.2631578947369,12.288401253918495,617.3724387304138,37.976190476190474,565.0,2.552,858.2619047619048,0.95,0.029780564263322883,1.0,0.7480916030534351,0.7106870229007634,2.0
40.0,Male,76.9,1.92,179.0,137.0,68.0,1.13,851.0,Yoga,3.7,4.0,2.0,20.86,40-49,60-79,healthy,111.0,0.6216216216216216,0.7024324324324324,2.8097297297297295,6.211678832116788,753.0973451327434,11.066319895968789,468.14159292035396,40.052083333333336,834.4,1.9225,835.4864583333334,0.925,0.04811443433029909,0.8185840707964603,1.2432432432432432,1.4048648648648647,8.0
24.0,Female,72.9,1.76,175.0,127.0,68.0,0.86,546.0,Yoga,1.5,3.0,1.0,23.53,0-29,60-79,healthy,107.0,0.5514018691588785,0.4742056074766355,1.4226168224299065,4.299212598425197,634.8837209302326,7.489711934156378,350.07607041947404,41.42045454545455,564.72,3.0375,974.6232954545455,0.5,0.0205761316872428,0.5813953488372093,0.5514018691588785,0.4742056074766355,3.0
51.0,Female,78.1,1.51,193.0,134.0,74.0,0.92,555.0,Strength,2.6,3.0,1.0,34.25,50-100,60-79,obesity,119.0,0.5042016806722689,0.4638655462184874,1.3915966386554621,4.141791044776119,603.2608695652174,7.106274007682459,304.165144318597,51.721854304635755,1746.75,1.5313725490196077,1771.4735099337747,0.8666666666666667,0.03329065300896287,0.9420289855072463,0.5042016806722689,0.4638655462184874,3.0
43.0,Female,72.7,1.8,162.0,166.0,50.0,0.79,590.0,Cardio,2.1,3.0,1.0,22.44,40-49,60-79,healthy,112.0,1.0357142857142858,0.8182142857142858,2.4546428571428573,3.5542168674698793,746.8354430379746,8.11554332874828,773.508137432188,40.38888888888889,964.9200000000001,1.6906976744186046,906.3266666666667,0.7000000000000001,0.02888583218707015,0.8860759493670887,1.0357142857142858,0.8182142857142858,3.0
58.0,Female,44.2,1.57,183.0,155.0,59.0,1.08,753.0,HIIT,2.3,3.0,1.0,17.93,50-100,40-59,under weight,124.0,0.7741935483870968,0.8361290322580646,2.508387096774194,4.858064516129033,697.2222222222222,17.036199095022624,539.7849462365591,28.15286624203822,1039.94,0.7620689655172415,504.7808917197453,0.7666666666666666,0.05203619909502262,0.7098765432098765,0.7741935483870968,0.8361290322580646,3.0
52.0,Male,47.8,1.86,179.0,129.0,67.0,1.01,645.0,Yoga,2.8,3.0,2.0,13.82,50-100,40-59,under weight,112.0,0.5535714285714286,0.5591071428571429,1.6773214285714286,5.0,638.6138613861386,13.493723849372385,353.51838755304107,25.698924731182792,718.64,0.9192307692307692,355.1591397849462,0.9333333333333332,0.058577405857740586,0.924092409240924,1.1071428571428572,1.1182142857142858,6.0
49.0,Female,49.2,1.54,179.0,153.0,63.0,1.28,881.0,HIIT,2.1,3.0,2.0,20.75,40-49,40-59,healthy,116.0,0.7758620689655172,0.993103448275862,2.979310344827586,5.758169934640523,688.28125,17.90650406504065,534.0113146551724,31.948051948051948,1016.75,1.0040816326530613,662.922077922078,0.7000000000000001,0.04268292682926829,0.546875,1.5517241379310345,1.986206896551724,6.0
18.0,Female,58.1,1.61,175.0,150.0,71.0,1.9,1425.0,Yoga,2.7,4.0,3.0,22.41,0-29,40-59,healthy,104.0,0.7596153846153846,1.4432692307692305,5.773076923076922,9.5,750.0,24.52667814113597,569.7115384615385,36.08695652173913,403.38,3.227777777777778,808.7086956521738,0.675,0.04647160068846816,0.3552631578947369,2.2788461538461537,4.329807692307692,12.0
32.0,Female,68.1,1.66,167.0,122.0,54.0,1.11,677.0,Cardio,2.3,4.0,2.0,24.71,30-39,60-79,healthy,113.0,0.6017699115044248,0.6679646017699116,2.6718584070796463,5.549180327868853,609.9099099099099,9.941262848751837,367.02543251215815,41.024096385542165,790.72,2.128125,1013.7054216867471,0.575,0.033773861967694566,0.518018018018018,1.2035398230088497,1.3359292035398231,8.0
25.0,Female,41.2,1.62,193.0,144.0,64.0,1.49,1073.0,Yoga,2.1,4.0,2.0,15.7,0-29,40-59,under weight,129.0,0.6201550387596899,0.9240310077519379,3.6961240310077517,7.451388888888889,720.1342281879195,26.04368932038835,446.59487019405856,25.432098765432098,392.5,1.6480000000000001,399.28395061728395,0.525,0.050970873786407765,0.3523489932885906,1.2403100775193798,1.8480620155038758,8.0
49.0,Male,70.2,1.89,194.0,127.0,51.0,0.7,440.0,Yoga,2.6,3.0,1.0,19.65,40-49,60-79,healthy,143.0,0.5314685314685315,0.372027972027972,1.116083916083916,3.4645669291338583,628.5714285714286,6.267806267806267,334.0659340659341,37.142857142857146,962.8499999999999,1.4326530612244899,729.8571428571429,0.8666666666666667,0.037037037037037035,1.2380952380952381,0.5314685314685315,0.372027972027972,3.0
37.0,Female,69.5,1.5,196.0,130.0,66.0,0.69,448.0,Cardio,2.4,2.0,1.0,30.89,30-39,60-79,obesity,130.0,0.49230769230769234,0.3396923076923077,0.6793846153846154,3.4461538461538463,649.2753623188406,6.446043165467626,319.64325529542924,46.333333333333336,1142.93,1.8783783783783783,1431.2366666666667,1.2,0.034532374100719423,1.7391304347826089,0.49230769230769234,0.3396923076923077,2.0
29.0,Male,125.9,2.0,186.0,152.0,67.0,1.36,1137.0,Strength,3.1,4.0,2.0,31.48,0-29,100-130,obesity,119.0,0.7142857142857143,0.9714285714285715,3.885714285714286,7.480263157894737,836.0294117647059,9.030976965845909,597.1638655462185,62.95,912.92,4.341379310344828,1981.6660000000002,0.775,0.024622716441620333,0.5698529411764706,1.4285714285714286,1.942857142857143,8.0
50.0,Male,45.4,1.67,163.0,158.0,62.0,1.37,1071.0,Yoga,2.8,4.0,2.0,16.28,50-100,40-59,under weight,101.0,0.9504950495049505,1.3021782178217822,5.208712871287129,6.7784810126582276,781.7518248175182,23.590308370044053,743.0512394305124,27.18562874251497,814.0,0.9079999999999999,442.5820359281438,0.7,0.06167400881057269,0.510948905109489,1.900990099009901,2.6043564356435644,8.0
52.0,Female,63.1,1.54,185.0,165.0,67.0,1.36,1010.0,Strength,1.8,3.0,2.0,26.61,50-100,60-79,overweight,118.0,0.8305084745762712,1.129491525423729,3.3884745762711868,6.121212121212121,742.6470588235294,16.00633914421553,616.7746759720837,40.97402597402598,1383.72,1.2134615384615386,1090.3188311688311,0.6,0.028526148969889066,0.4411764705882352,1.6610169491525424,2.258983050847458,6.0
56.0,Female,58.0,1.68,168.0,156.0,74.0,1.59,1116.0,HIIT,2.7,5.0,3.0,20.55,50-100,40-59,healthy,94.0,0.8723404255319149,1.3870212765957448,6.935106382978724,7.153846153846154,701.8867924528302,19.24137931034483,612.2842232035327,34.523809523809526,1150.8,1.0357142857142858,709.4642857142858,0.54,0.04655172413793104,0.33962264150943394,2.617021276595745,4.161063829787235,15.0
19.0,Female,73.0,1.79,177.0,125.0,61.0,0.81,506.0,HIIT,1.6,3.0,1.0,22.78,0-29,60-79,healthy,116.0,0.5517241379310345,0.44689655172413795,1.340689655172414,4.048,624.6913580246913,6.931506849315069,344.65730097914,40.78212290502793,432.82000000000005,3.8421052631578947,929.0167597765363,0.5333333333333333,0.021917808219178082,0.6584362139917695,0.5517241379310345,0.44689655172413795,3.0
45.0,Female,50.9,1.65,170.0,136.0,50.0,1.45,887.0,Strength,2.3,2.0,1.0,18.7,40-49,40-59,healthy,120.0,0.7166666666666667,1.0391666666666666,2.078333333333333,6.522058823529412,611.7241379310345,17.426326129666013,438.40229885057477,30.848484848484848,841.5,1.1311111111111112,576.8666666666667,1.15,0.045186640471512766,0.793103448275862,0.7166666666666667,1.0391666666666666,2.0
47.0,Female,41.6,1.58,160.0,163.0,68.0,1.03,756.0,Yoga,2.1,4.0,2.0,16.66,40-49,40-59,under weight,92.0,1.0326086956521738,1.063586956521739,4.254347826086956,4.638036809815951,733.9805825242719,18.173076923076923,757.9147319544111,26.32911392405063,783.02,0.8851063829787235,438.6430379746835,0.525,0.05048076923076923,0.5097087378640777,2.0652173913043477,2.127173913043478,8.0
36.0,Male,121.9,1.93,195.0,132.0,54.0,1.49,1082.0,Cardio,3.4,3.0,2.0,32.73,30-39,100-130,obesity,141.0,0.5531914893617021,0.8242553191489362,2.472765957446809,8.196969696969697,726.1744966442953,8.876127973748973,401.71355133514214,63.160621761658035,1178.28,3.386111111111111,2067.2471502590674,1.1333333333333333,0.027891714520098438,0.7606263982102908,1.1063829787234043,1.6485106382978725,6.0
32.0,Male,126.4,1.83,198.0,146.0,62.0,1.1,883.0,HIIT,2.1,3.0,2.0,37.74,30-39,100-130,obesity,136.0,0.6176470588235294,0.6794117647058824,2.038235294117647,6.0479452054794525,802.7272727272726,6.985759493670885,495.8021390374331,69.07103825136612,1207.68,3.95,2606.7409836065576,0.7000000000000001,0.01661392405063291,0.6363636363636364,1.2352941176470589,1.3588235294117648,6.0
58.0,Male,103.5,1.66,172.0,168.0,61.0,1.33,1106.0,Cardio,3.1,3.0,1.0,37.56,50-100,100-130,obesity,111.0,0.963963963963964,1.2820720720720722,3.8462162162162166,6.583333333333333,831.578947368421,10.68599033816425,801.6121384542438,62.34939759036145,2178.48,1.7844827586206897,2341.843373493976,1.0333333333333334,0.02995169082125604,0.7769423558897244,0.963963963963964,1.2820720720720722,3.0
20.0,Male,120.5,1.73,186.0,153.0,67.0,1.01,850.0,Cardio,3.4,3.0,2.0,40.26,0-29,100-130,sever obesity,119.0,0.7226890756302521,0.7299159663865546,2.1897478991596637,5.555555555555555,841.5841584158416,7.053941908713693,608.2036775106081,69.65317919075144,805.1999999999999,6.025,2804.2369942196533,1.1333333333333333,0.028215767634854772,1.1221122112211221,1.4453781512605042,1.4598319327731093,6.0
23.0,Male,83.8,1.99,179.0,130.0,71.0,1.79,1280.0,Cardio,3.5,4.0,3.0,21.16,0-29,80-99,healthy,108.0,0.5462962962962963,0.9778703703703704,3.9114814814814816,9.846153846153847,715.0837988826815,15.274463007159905,390.6476308710945,42.11055276381909,486.68,3.643478260869565,891.059296482412,0.875,0.041766109785202864,0.4888268156424581,1.6388888888888888,2.9336111111111114,12.0
22.0,Male,110.5,1.92,172.0,144.0,55.0,1.16,919.0,HIIT,3.3,3.0,2.0,29.98,0-29,100-130,obesity,117.0,0.7606837606837606,0.8823931623931622,2.6471794871794865,6.381944444444445,792.2413793103449,8.316742081447964,602.6451517830828,57.552083333333336,659.5600000000001,5.0227272727272725,1725.4114583333335,1.0999999999999999,0.029864253393665156,0.9482758620689654,1.5213675213675213,1.7647863247863245,6.0
29.0,Male,84.9,1.72,187.0,140.0,51.0,1.79,1378.0,Yoga,3.5,4.0,3.0,28.7,0-29,80-99,overweight,136.0,0.6544117647058824,1.1713970588235294,4.685588235294118,9.842857142857143,769.8324022346369,16.230859835100116,503.7873808741374,49.36046511627907,832.3,2.927586206896552,1416.6453488372094,0.875,0.041224970553592456,0.4888268156424581,1.9632352941176472,3.514191176470588,12.0
47.0,Male,98.2,1.9,199.0,148.0,64.0,0.76,557.0,HIIT,3.0,3.0,1.0,27.2,40-49,80-99,overweight,135.0,0.6222222222222222,0.4728888888888889,1.4186666666666667,3.7635135135135136,732.8947368421052,5.672097759674134,456.02339181286544,51.684210526315795,1278.3999999999999,2.08936170212766,1405.8105263157895,1.0,0.03054989816700611,1.3157894736842106,0.6222222222222222,0.4728888888888889,3.0
29.0,Male,86.1,1.65,183.0,128.0,71.0,1.66,1169.0,HIIT,3.5,4.0,3.0,31.63,0-29,80-99,obesity,112.0,0.5089285714285714,0.8448214285714285,3.379285714285714,9.1328125,704.2168674698795,13.577235772357724,358.39608433734935,52.18181818181818,917.27,2.968965517241379,1650.510909090909,0.875,0.04065040650406505,0.5271084337349398,1.5267857142857142,2.5344642857142854,12.0
44.0,Female,42.8,1.78,167.0,159.0,64.0,1.49,1066.0,Strength,2.6,3.0,2.0,13.51,40-49,40-59,under weight,103.0,0.9223300970873787,1.3742718446601943,4.1228155339805825,6.70440251572327,715.4362416107383,24.90654205607477,659.8683781846615,24.044943820224717,594.4399999999999,0.9727272727272727,324.8471910112359,0.8666666666666667,0.060747663551401876,0.5816554809843401,1.8446601941747574,2.7485436893203885,6.0
23.0,Male,116.8,1.79,178.0,127.0,69.0,1.0,698.0,Strength,3.4,4.0,2.0,36.45,0-29,100-130,obesity,109.0,0.5321100917431193,0.5321100917431193,2.128440366972477,5.496062992125984,698.0,5.976027397260274,371.41284403669727,65.25139664804469,838.35,5.078260869565217,2378.413407821229,0.85,0.02910958904109589,0.85,1.0642201834862386,1.0642201834862386,8.0
42.0,Female,63.7,1.71,173.0,169.0,62.0,1.42,1080.0,Yoga,1.8,3.0,2.0,21.78,40-49,60-79,healthy,111.0,0.963963963963964,1.3688288288288288,4.106486486486487,6.390532544378698,760.5633802816902,16.95447409733124,733.1556909021699,37.251461988304094,914.76,1.5166666666666668,811.3368421052633,0.6,0.028257456828885398,0.4225352112676056,1.927927927927928,2.7376576576576577,6.0
41.0,Male,72.1,1.83,175.0,133.0,58.0,1.13,744.0,Yoga,2.8,3.0,2.0,21.53,40-49,60-79,healthy,117.0,0.6410256410256411,0.7243589743589743,2.173076923076923,5.593984962406015,658.4070796460178,10.319001386962553,422.05582028590885,39.39890710382513,882.73,1.7585365853658534,848.258469945355,0.9333333333333332,0.03883495145631068,0.8259587020648967,1.2820512820512822,1.4487179487179487,6.0
41.0,Male,120.8,1.67,188.0,146.0,54.0,0.82,593.0,HIIT,3.0,2.0,1.0,43.31,40-49,100-130,sever obesity,134.0,0.6865671641791045,0.5629850746268656,1.1259701492537313,4.061643835616438,723.1707317073171,4.908940397350993,496.5052784856207,72.33532934131736,1775.71,2.946341463414634,3132.843113772455,1.5,0.024834437086092717,1.829268292682927,0.6865671641791045,0.5629850746268656,2.0
26.0,Male,73.7,1.66,177.0,125.0,72.0,0.93,639.0,Yoga,2.2,2.0,1.0,26.75,0-29,60-79,overweight,105.0,0.5047619047619047,0.4694285714285714,0.9388571428571428,5.112,687.0967741935483,8.670284938941656,346.8202764976958,44.397590361445786,695.5,2.8346153846153848,1187.6355421686749,1.1,0.02985074626865672,1.1827956989247312,0.5047619047619047,0.4694285714285714,2.0
47.0,Female,43.4,1.62,179.0,132.0,64.0,0.51,303.0,Cardio,2.3,3.0,1.0,16.54,40-49,40-59,under weight,115.0,0.591304347826087,0.3015652173913044,0.9046956521739131,2.2954545454545454,594.1176470588235,6.981566820276498,351.304347826087,26.79012345679012,777.38,0.9234042553191489,443.10864197530856,0.7666666666666666,0.052995391705069124,1.503267973856209,0.591304347826087,0.3015652173913044,3.0
49.0,Male,105.7,1.64,198.0,155.0,59.0,1.2,921.0,Cardio,3.1,3.0,2.0,39.3,40-49,100-130,obesity,139.0,0.6906474820143885,0.8287769784172662,2.4863309352517984,5.941935483870968,767.5,8.713339640491958,530.0719424460432,64.45121951219512,1925.6999999999998,2.157142857142857,2532.9329268292686,1.0333333333333334,0.0293282876064333,0.8611111111111113,1.381294964028777,1.6575539568345323,6.0
29.0,Male,95.2,1.86,174.0,141.0,52.0,0.64,496.0,Yoga,2.5,2.0,1.0,27.52,0-29,80-99,overweight,122.0,0.7295081967213115,0.4668852459016394,0.9337704918032788,3.517730496453901,775.0,5.2100840336134455,565.3688524590165,51.18279569892473,798.08,3.282758620689655,1408.5505376344086,1.25,0.026260504201680673,1.953125,0.7295081967213115,0.4668852459016394,2.0
45.0,Female,73.5,1.74,181.0,152.0,50.0,1.18,807.0,Cardio,2.3,4.0,2.0,24.28,40-49,60-79,healthy,131.0,0.7786259541984732,0.9187786259541983,3.6751145038167934,5.309210526315789,683.8983050847457,10.979591836734693,532.5009703713288,42.241379310344826,1092.6000000000001,1.6333333333333333,1025.6206896551726,0.575,0.03129251700680272,0.4872881355932203,1.5572519083969465,1.8375572519083967,8.0
29.0,Male,106.5,1.81,177.0,156.0,60.0,1.29,1107.0,Cardio,2.5,4.0,2.0,32.51,0-29,100-130,obesity,117.0,0.8205128205128205,1.0584615384615386,4.233846153846154,7.096153846153846,858.1395348837209,10.394366197183098,704.1144901610018,58.83977900552486,942.79,3.6724137931034484,1912.881215469613,0.625,0.023474178403755867,0.4844961240310077,1.641025641025641,2.116923076923077,8.0
19.0,Male,98.6,1.7,197.0,162.0,74.0,0.83,740.0,Cardio,2.4,2.0,1.0,34.12,0-29,80-99,obesity,123.0,0.7154471544715447,0.593821138211382,1.187642276422764,4.567901234567901,891.566265060241,7.505070993914808,637.8685473601724,58.0,648.28,5.189473684210526,1978.9599999999998,1.2,0.02434077079107505,1.4457831325301205,0.7154471544715447,0.593821138211382,2.0
26.0,Female,70.9,1.66,184.0,125.0,68.0,0.81,506.0,HIIT,1.7,3.0,1.0,25.73,0-29,60-79,overweight,116.0,0.49137931034482757,0.3980172413793104,1.1940517241379311,4.048,624.6913580246913,7.136812411847672,306.9604086845466,42.71084337349398,668.98,2.726923076923077,1098.9500000000003,0.5666666666666667,0.02397743300423131,0.6995884773662551,0.49137931034482757,0.3980172413793104,3.0
18.0,Male,92.4,1.74,195.0,168.0,50.0,1.41,1303.0,Yoga,3.1,2.0,1.0,30.52,0-29,80-99,obesity,145.0,0.8137931034482758,1.1474482758620688,2.2948965517241375,7.755952380952381,924.113475177305,14.1017316017316,752.0371729029102,53.10344827586207,549.36,5.133333333333334,1620.7172413793105,1.55,0.03354978354978355,1.0992907801418441,0.8137931034482758,1.1474482758620688,2.0
56.0,Female,45.1,1.73,165.0,129.0,73.0,0.83,482.0,Strength,2.6,3.0,1.0,15.07,50-100,40-59,under weight,92.0,0.6086956521739131,0.5052173913043478,1.5156521739130435,3.7364341085271318,580.722891566265,10.687361419068736,353.4834992142483,26.069364161849713,843.9200000000001,0.8053571428571429,392.86531791907515,0.8666666666666667,0.057649667405764965,1.0441767068273093,0.6086956521739131,0.5052173913043478,3.0
18.0,Male,63.2,1.63,162.0,120.0,73.0,0.66,436.0,Cardio,2.2,3.0,1.0,23.79,0-29,60-79,healthy,89.0,0.5280898876404494,0.3485393258426966,1.0456179775280898,3.6333333333333333,660.6060606060606,6.898734177215189,348.85938032005447,38.77300613496933,428.21999999999997,3.511111111111111,922.4098159509203,0.7333333333333334,0.03481012658227848,1.1111111111111112,0.5280898876404494,0.3485393258426966,3.0
36.0,Male,99.9,1.99,189.0,147.0,73.0,1.33,1075.0,Yoga,2.5,3.0,1.0,25.23,30-39,80-99,overweight,116.0,0.6379310344827587,0.8484482758620691,2.545344827586207,7.312925170068027,808.2706766917292,10.76076076076076,515.6209489240342,50.20100502512563,908.28,2.7750000000000004,1266.5713567839198,0.8333333333333334,0.025025025025025023,0.6265664160401002,0.6379310344827587,0.8484482758620691,3.0
38.0,Male,61.3,1.97,177.0,146.0,51.0,1.37,1100.0,Cardio,2.8,3.0,1.0,15.8,30-39,60-79,under weight,126.0,0.753968253968254,1.032936507936508,3.098809523809524,7.534246575342466,802.9197080291971,17.94453507340946,605.375970339474,31.116751269035532,600.4,1.6131578947368421,491.6446700507614,0.9333333333333332,0.045676998368678626,0.6812652068126519,0.753968253968254,1.032936507936508,3.0
41.0,Male,81.6,1.87,167.0,128.0,59.0,1.87,1185.0,HIIT,3.5,5.0,3.0,23.33,40-49,80-99,healthy,108.0,0.6388888888888888,1.1947222222222222,5.973611111111111,9.2578125,633.6898395721925,14.522058823529413,404.8573975044563,43.63636363636363,956.53,1.9902439024390242,1018.0363636363635,0.7,0.0428921568627451,0.374331550802139,1.9166666666666665,3.5841666666666665,15.0
49.0,Female,68.3,1.52,177.0,150.0,60.0,1.45,979.0,Strength,1.8,4.0,2.0,29.56,40-49,60-79,overweight,117.0,0.7692307692307693,1.1153846153846154,4.461538461538462,6.526666666666666,675.1724137931035,14.333821376281113,519.3633952254643,44.93421052631579,1448.4399999999998,1.393877551020408,1328.2552631578947,0.45,0.02635431918008785,0.3103448275862069,1.5384615384615385,2.230769230769231,8.0
18.0,Male,83.2,1.96,183.0,150.0,67.0,1.83,1510.0,HIIT,3.5,4.0,3.0,21.66,0-29,80-99,healthy,116.0,0.7155172413793104,1.3093965517241382,5.237586206896553,10.066666666666666,825.1366120218579,18.14903846153846,590.3994723949501,42.44897959183674,389.88,4.622222222222223,919.4448979591838,0.875,0.04206730769230769,0.4781420765027322,2.146551724137931,3.9281896551724147,12.0
42.0,Female,59.5,1.74,195.0,141.0,52.0,1.78,1129.0,Yoga,2.7,5.0,3.0,19.65,40-49,40-59,healthy,143.0,0.6223776223776224,1.1078321678321679,5.539160839160839,8.00709219858156,634.2696629213483,18.974789915966387,394.75524475524475,34.195402298850574,825.3,1.4166666666666667,671.9396551724137,0.54,0.04537815126050421,0.30337078651685395,1.867132867132867,3.3234965034965036,15.0
